codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;codigo_ocorrencia3;codigo_ocorrencia4;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;total_recomendacoes;total_aeronaves_envolvidas;ocorrencia_saida_pista
52242;52242;52242;52242;52242;INCIDENTE;PORTO ALEGRE;RS;BRASIL;05/01/2012;20:27:00;***;0;1;NÃO
45331;45331;45331;45331;45331;ACIDENTE;GUARULHOS;SP;BRASIL;06/01/2012;13:44:00;SIM;3;1;NÃO
45333;45333;45333;45333;45333;ACIDENTE;VIAMÃO;RS;BRASIL;06/01/2012;13:00:00;NULL;0;1;NÃO
45401;45401;45401;45401;45401;ACIDENTE;SÃO SEBASTIÃO;SP;BRASIL;06/01/2012;17:00:00;***;0;1;NÃO
45407;45407;45407;45407;45407;ACIDENTE;SÃO SEPÉ;RS;BRASIL;06/01/2012;16:30:00;SIM;0;1;NÃO
52243;52243;52243;52243;52243;INCIDENTE;UBATUBA;SP;BRASIL;06/01/2012;14:30:00;***;0;1;NÃO
50713;50713;50713;50713;50713;INCIDENTE GRAVE;CAMPINAS;SP;BRASIL;07/01/2012;18:15:00;SIM;0;1;NÃO
45334;45334;45334;45334;45334;INCIDENTE;BELÉM;PA;BRASIL;08/01/2012;19:12:00;***;0;1;NÃO
45391;45391;45391;45391;45391;ACIDENTE;CONCEIÇÃO DAS ALAGOAS;MG;BRASIL;08/01/2012;16:00:00;***;0;1;NÃO
52244;52244;52244;52244;52244;INCIDENTE;UBERLÂNDIA;MG;BRASIL;08/01/2012;22:13:00;***;0;1;NÃO
45332;45332;45332;45332;45332;ACIDENTE;VIAMÃO;RS;BRASIL;09/01/2012;13:30:00;SIM;0;1;NÃO
52245;52245;52245;52245;52245;INCIDENTE;PORTO ALEGRE;RS;BRASIL;09/01/2012;13:36:00;***;0;1;NÃO
45396;45396;45396;45396;45396;INCIDENTE GRAVE;MARABÁ;PA;BRASIL;11/01/2012;11:21:00;SIM;0;1;NÃO
45408;45408;45408;45408;45408;ACIDENTE;ELDORADO;SP;BRASIL;11/01/2012;13:45:00;SIM;1;1;NÃO
45447;45447;45447;45447;45447;INCIDENTE;RIO BRANCO;AC;BRASIL;13/01/2012;18:15:00;SIM;0;1;NÃO
45409;45409;45409;45409;45409;ACIDENTE;CÁCERES;MT;BRASIL;14/01/2012;10:00:00;***;0;1;NÃO
45693;45693;45693;45693;45693;INCIDENTE;MACAÉ;RJ;BRASIL;14/01/2012;10:30:00;***;0;1;NÃO
52246;52246;52246;52246;52246;INCIDENTE;BRASÍLIA;DF;BRASIL;16/01/2012;16:47:00;***;0;1;NÃO
50714;50714;50714;50714;50714;INCIDENTE GRAVE;CAMOCIM;CE;BRASIL;17/01/2012;18:25:00;SIM;0;1;NÃO
45399;45399;45399;45399;45399;INCIDENTE GRAVE;MUANÁ;PA;BRASIL;18/01/2012;17:35:00;SIM;0;1;NÃO
52247;52247;52247;52247;52247;INCIDENTE;BELO HORIZONTE;MG;BRASIL;18/01/2012;13:10:00;***;0;1;NÃO
45392;45392;45392;45392;45392;ACIDENTE;BRASÍLIA;DF;BRASIL;19/01/2012;21:30:00;SIM;2;1;NÃO
45390;45390;45390;45390;45390;ACIDENTE;CACHOEIRA DOURADA;GO;BRASIL;20/01/2012;21:00:00;SIM;0;1;NÃO
45405;45405;45405;45405;45405;INCIDENTE;CUIABÁ;MT;BRASIL;20/01/2012;08:00:00;***;0;1;NÃO
45582;45582;45582;45582;45582;INCIDENTE GRAVE;RONDONÓPOLIS;MT;BRASIL;20/01/2012;17:00:00;SIM;0;1;SIM
45400;45400;45400;45400;45400;INCIDENTE GRAVE;BRASÍLIA;DF;BRASIL;21/01/2012;14:50:00;SIM;4;1;NÃO
45410;45410;45410;45410;45410;ACIDENTE;BRAGANÇA PAULISTA;SP;BRASIL;21/01/2012;23:30:00;***;0;1;SIM
52241;52241;52241;52241;52241;INCIDENTE GRAVE;UBERLÂNDIA;MG;BRASIL;21/01/2012;20:45:00;***;0;1;NÃO
52248;52248;52248;52248;52248;INCIDENTE;SÃO PAULO;SP;BRASIL;21/01/2012;11:15:00;***;0;1;NÃO
45393;45393;45393;45393;45393;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;22/01/2012;20:25:00;SIM;0;1;SIM
45397;45397;45397;45397;45397;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;BRASIL;22/01/2012;19:05:00;SIM;2;1;NÃO
52051;52051;52051;52051;52051;INCIDENTE;RECIFE;PE;BRASIL;22/01/2012;23:00:00;***;0;1;NÃO
45412;45412;45412;45412;45412;ACIDENTE;TASSO FRAGOSO;MA;BRASIL;23/01/2012;09:33:00;SIM;2;1;NÃO
45413;45413;45413;45413;45413;ACIDENTE;ITAPURANGA;GO;BRASIL;25/01/2012;22:00:00;***;0;1;NÃO
52053;52053;52053;52053;52053;INCIDENTE;VITÓRIA;ES;BRASIL;25/01/2012;13:36:00;***;0;1;NÃO
52054;52054;52054;52054;52054;INCIDENTE;SÃO PAULO;SP;BRASIL;25/01/2012;23:00:00;***;0;1;NÃO
52055;52055;52055;52055;52055;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;25/01/2012;09:30:00;***;0;1;NÃO
45802;45802;45802;45802;45802;INCIDENTE;BELO HORIZONTE;MG;BRASIL;26/01/2012;17:00:00;***;0;1;NÃO
45667;45667;45667;45667;45667;INCIDENTE;JOINVILLE;SC;BRASIL;27/01/2012;14:45:00;***;0;1;NÃO
45579;45579;45579;45579;45579;ACIDENTE;CAMPOS LINDOS;TO;BRASIL;28/01/2012;18:35:00;SIM;0;1;NÃO
45415;45415;45415;45415;45415;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;30/01/2012;13:55:00;SIM;0;1;NÃO
45719;45719;45719;45719;45719;INCIDENTE;PELOTAS;RS;BRASIL;30/01/2012;21:30:00;***;0;1;NÃO
45414;45414;45414;45414;45414;ACIDENTE;NOVA BRASILÂNDIA;MT;BRASIL;31/01/2012;18:00:00;SIM;0;1;NÃO
45417;45417;45417;45417;45417;ACIDENTE;VÁRZEA GRANDE;MT;BRASIL;31/01/2012;14:15:00;SIM;0;1;NÃO
45668;45668;45668;45668;45668;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;BRASIL;01/02/2012;12:30:00;***;0;1;NÃO
45682;45682;45682;45682;45682;INCIDENTE;MACAÉ;RJ;BRASIL;01/02/2012;13:50:00;***;0;1;NÃO
45525;45525;45525;45525;45525;ACIDENTE;CAMPO FLORIDO;MG;BRASIL;02/02/2012;21:30:00;SIM;2;1;NÃO
45705;45705;45705;45705;45705;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;02/02/2012;22:35:00;***;0;1;NÃO
45658;45658;45658;45658;45658;INCIDENTE;CAMPO GRANDE;MS;BRASIL;03/02/2012;23:33:00;***;0;1;NÃO
45703;45703;45703;45703;45703;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;03/02/2012;02:04:00;***;0;1;NÃO
45701;45701;45701;45701;45701;INCIDENTE;BELÉM;PA;BRASIL;04/02/2012;14:55:00;***;0;1;NÃO
45587;45587;45587;45587;45587;ACIDENTE;CORRENTINA;BA;BRASIL;05/02/2012;20:27:00;SIM;0;1;NÃO
52056;52056;52056;52056;52056;INCIDENTE;LONDRINA;PR;BRASIL;05/02/2012;17:34:00;***;0;1;NÃO
45469;45469;45469;45469;45469;INCIDENTE;PIRACICABA;SP;BRASIL;06/02/2012;20:45:00;***;0;1;NÃO
45572;45572;45572;45572;45572;ACIDENTE;PALESTINA;SP;BRASIL;06/02/2012;19:30:00;SIM;0;1;NÃO
45669;45669;45669;45669;45669;INCIDENTE;ITANHAÉM;SP;BRASIL;06/02/2012;14:00:00;***;0;1;NÃO
45699;45699;45699;45699;45699;INCIDENTE;SÃO PAULO;SP;BRASIL;06/02/2012;18:44:00;***;0;1;NÃO
45700;45700;45700;45700;45700;INCIDENTE;CUIABÁ;MT;BRASIL;06/02/2012;20:00:00;***;0;1;NÃO
45524;45524;45524;45524;45524;ACIDENTE;JUNDIAÍ;SP;BRASIL;07/02/2012;16:10:00;SIM;0;1;SIM
45580;45580;45580;45580;45580;INCIDENTE GRAVE;MACAÉ;RJ;BRASIL;07/02/2012;14:50:00;SIM;4;1;NÃO
45588;45588;45588;45588;45588;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;07/02/2012;20:56:00;SIM;4;1;NÃO
45656;45656;45656;45656;45656;INCIDENTE;JUNDIAÍ;SP;BRASIL;07/02/2012;20:50:00;***;0;1;NÃO
46900;46900;46900;46900;46900;ACIDENTE;QUELUZITO;MG;BRASIL;07/02/2012;19:45:00;***;0;1;NÃO
45528;45528;45528;45528;45528;ACIDENTE;BELÉM;PA;BRASIL;08/02/2012;01:44:00;SIM;3;1;NÃO
45564;45564;45564;45564;45564;ACIDENTE;SONORA;MS;BRASIL;08/02/2012;09:50:00;SIM;0;1;NÃO
45585;45585;45585;45585;45585;ACIDENTE;BELA VISTA DO PARAÍSO;PR;BRASIL;08/02/2012;21:35:00;SIM;0;1;NÃO
45678;45678;45678;45678;45678;INCIDENTE;BELO HORIZONTE;MG;BRASIL;10/02/2012;22:05:00;***;0;1;NÃO
45718;45718;45718;45718;45718;INCIDENTE;UBERLÂNDIA;MG;BRASIL;10/02/2012;04:00:00;***;0;1;NÃO
45466;45466;45466;45466;45466;ACIDENTE;CAMPINAS;SP;BRASIL;12/02/2012;19:25:00;SIM;0;1;NÃO
45470;45470;45470;45470;45470;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;12/02/2012;02:20:00;***;0;1;NÃO
45586;45586;45586;45586;45586;ACIDENTE;ARROIO GRANDE;RS;BRASIL;15/02/2012;13:00:00;SIM;0;1;NÃO
52471;52471;52471;52471;52471;INCIDENTE GRAVE;CAIRU;BA;BRASIL;15/02/2012;13:20:00;SIM;0;1;SIM
45487;45487;45487;45487;45487;ACIDENTE;CAMETÁ;PA;BRASIL;16/02/2012;12:30:00;SIM;3;1;NÃO
45684;45684;45684;45684;45684;INCIDENTE;PERUÍBE;SP;BRASIL;17/02/2012;14:45:00;***;0;1;NÃO
45689;45689;45689;45689;45689;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;17/02/2012;23:00:00;***;0;3;NÃO
45712;45712;45712;45712;45712;INCIDENTE;CABO FRIO;RJ;BRASIL;17/02/2012;12:00:00;***;0;1;NÃO
45713;45713;45713;45713;45713;INCIDENTE;SÃO PAULO;SP;BRASIL;17/02/2012;11:30:00;***;0;1;NÃO
45584;45584;45584;45584;45584;INCIDENTE GRAVE;ESTÂNCIA;SE;BRASIL;19/02/2012;15:10:00;SIM;0;1;NÃO
45598;45598;45598;45598;45598;INCIDENTE GRAVE;BRAGANÇA PAULISTA;SP;BRASIL;20/02/2012;14:10:00;***;0;1;SIM
45715;45715;45715;45715;45715;INCIDENTE;MANAUS;AM;BRASIL;20/02/2012;09:10:00;SIM;0;1;NÃO
45571;45571;45571;45571;45571;ACIDENTE;MARITUBA;PA;BRASIL;22/02/2012;13:40:00;SIM;9;1;NÃO
45710;45710;45710;45710;45710;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;22/02/2012;22:45:00;***;0;1;NÃO
45714;45714;45714;45714;45714;INCIDENTE;BELO HORIZONTE;MG;BRASIL;22/02/2012;19:35:00;***;0;1;NÃO
45681;45681;45681;45681;45681;INCIDENTE;MANAUS;AM;BRASIL;23/02/2012;10:25:00;SIM;0;1;NÃO
45527;45527;45527;45527;45527;ACIDENTE;CORUPÁ;SC;BRASIL;24/02/2012;11:45:00;SIM;0;1;NÃO
45569;45569;45569;45569;45569;ACIDENTE;COSTA RICA;MS;BRASIL;24/02/2012;10:30:00;***;0;1;NÃO
45653;45653;45653;45653;45653;INCIDENTE GRAVE;GUARULHOS;SP;BRASIL;24/02/2012;20:04:00;***;0;1;NÃO
45490;45490;45490;45490;45490;ACIDENTE;BELÉM;PA;BRASIL;25/02/2012;11:47:00;SIM;1;1;NÃO
45680;45680;45680;45680;45680;INCIDENTE;CONFINS;MG;BRASIL;25/02/2012;20:00:00;***;0;1;NÃO
45709;45709;45709;45709;45709;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;26/02/2012;15:42:00;***;0;1;NÃO
45522;45522;45522;45522;45522;ACIDENTE;SÃO JOSÉ;SC;BRASIL;27/02/2012;21:00:00;SIM;0;1;NÃO
45599;45599;45599;45599;45599;INCIDENTE GRAVE;BRAGANÇA PAULISTA;SP;BRASIL;27/02/2012;19:15:00;SIM;0;1;NÃO
45523;45523;45523;45523;45523;ACIDENTE;ENVIRA;AM;BRASIL;28/02/2012;21:30:00;SIM;0;1;NÃO
45573;45573;45573;45573;45573;ACIDENTE;MANAUS;AM;BRASIL;28/02/2012;10:15:00;SIM;2;1;NÃO
45570;45570;45570;45570;45570;ACIDENTE;LUIZ ALVES;SC;BRASIL;29/02/2012;11:15:00;SIM;0;1;NÃO
45727;45727;45727;45727;45727;INCIDENTE;BARRA DO GARÇAS;MT;BRASIL;01/03/2012;12:50:00;***;0;1;NÃO
45526;45526;45526;45526;45526;ACIDENTE;QUERÊNCIA DO NORTE;PR;BRASIL;02/03/2012;12:50:00;SIM;0;1;NÃO
45589;45589;45589;45589;45589;ACIDENTE;LINS;SP;BRASIL;02/03/2012;17:35:00;SIM;0;1;NÃO
45707;45707;45707;45707;45707;INCIDENTE;FORTALEZA;CE;BRASIL;02/03/2012;22:12:00;***;0;1;NÃO
45610;45610;45610;45610;45610;INCIDENTE;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;03/03/2012;13:00:00;***;0;1;NÃO
45706;45706;45706;45706;45706;INCIDENTE;RIO BRANCO;AC;BRASIL;03/03/2012;17:35:00;SIM;0;1;NÃO
45711;45711;45711;45711;45711;INCIDENTE;SÃO PAULO;SP;BRASIL;03/03/2012;11:30:00;***;0;1;NÃO
45596;45596;45596;45596;45596;ACIDENTE;ELISEU MARTINS;PI;BRASIL;06/03/2012;12:30:00;SIM;2;1;NÃO
45604;45604;45604;45604;45604;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;06/03/2012;11:31:00;***;0;1;NÃO
45670;45670;45670;45670;45670;INCIDENTE;SALVADOR;BA;BRASIL;06/03/2012;23:25:00;***;0;1;NÃO
45594;45594;45594;45594;45594;ACIDENTE;ITUMBIARA;GO;BRASIL;07/03/2012;10:00:00;***;0;1;NÃO
45601;45601;45601;45601;45601;INCIDENTE;GUARULHOS;SP;BRASIL;07/03/2012;17:40:00;***;0;1;NÃO
45624;45624;45624;45624;45624;INCIDENTE;VITÓRIA;ES;BRASIL;07/03/2012;11:45:00;***;0;1;NÃO
45671;45671;45671;45671;45671;INCIDENTE;PALMAS;TO;BRASIL;07/03/2012;10:50:00;***;0;1;NÃO
45728;45728;45728;45728;45728;INCIDENTE;RIO BRANCO;AC;BRASIL;08/03/2012;22:00:00;SIM;0;1;NÃO
45677;45677;45677;45677;45677;INCIDENTE;ANÁPOLIS;GO;BRASIL;09/03/2012;08:30:00;***;0;1;NÃO
45695;45695;45695;45695;45695;INCIDENTE;MACAÉ;RJ;BRASIL;09/03/2012;11:35:00;***;0;1;NÃO
45698;45698;45698;45698;45698;INCIDENTE;FORTALEZA;CE;BRASIL;09/03/2012;14:00:00;***;0;1;NÃO
45612;45612;45612;45612;45612;INCIDENTE;LONDRINA;PR;BRASIL;10/03/2012;16:35:00;***;0;1;SIM
45647;45647;45647;45647;45647;INCIDENTE;MACAÉ;RJ;BRASIL;10/03/2012;11:48:00;***;0;1;NÃO
45694;45694;45694;45694;45694;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;10/03/2012;12:25:00;***;0;1;NÃO
45789;45789;45789;45789;45789;INCIDENTE;ILHÉUS;BA;BRASIL;10/03/2012;12:30:00;***;0;1;NÃO
45696;45696;45696;45696;45696;INCIDENTE;CAMPINAS;SP;BRASIL;11/03/2012;17:30:00;***;0;1;NÃO
45697;45697;45697;45697;45697;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;11/03/2012;22:42:00;***;0;1;NÃO
45597;45597;45597;45597;45597;ACIDENTE;CAMPO GRANDE;MS;BRASIL;12/03/2012;14:38:00;SIM;2;1;SIM
45611;45611;45611;45611;45611;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;12/03/2012;01:42:00;***;0;1;NÃO
45618;45618;45618;45618;45618;ACIDENTE;LUIZ ALVES;SC;BRASIL;12/03/2012;17:00:00;SIM;1;1;NÃO
45600;45600;45600;45600;45600;INCIDENTE GRAVE;ESPUMOSO;RS;BRASIL;13/03/2012;20:30:00;SIM;0;1;NÃO
45609;45609;45609;45609;45609;INCIDENTE;GOIÂNIA;GO;BRASIL;13/03/2012;12:50:00;***;0;1;NÃO
45786;45786;45786;45786;45786;INCIDENTE;SALVADOR;BA;BRASIL;14/03/2012;12:46:00;***;0;1;NÃO
45692;45692;45692;45692;45692;INCIDENTE;FRANCA;SP;BRASIL;15/03/2012;14:35:00;***;0;1;NÃO
45729;45729;45729;45729;45729;ACIDENTE;MIRANDA;MS;BRASIL;15/03/2012;10:00:00;SIM;0;1;SIM
45625;45625;45625;45625;45625;INCIDENTE;SANTA MARIA;RS;BRASIL;16/03/2012;12:25:00;***;0;1;NÃO
45654;45654;45654;45654;45654;INCIDENTE GRAVE;SÃO JOSÉ;SC;BRASIL;16/03/2012;21:00:00;SIM;0;1;SIM
45691;45691;45691;45691;45691;INCIDENTE;FRANCO DA ROCHA;SP;BRASIL;16/03/2012;18:40:00;***;0;1;NÃO
45864;45864;45864;45864;45864;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;BRASIL;17/03/2012;17:30:00;***;0;1;NÃO
45685;45685;45685;45685;45685;INCIDENTE;CABO FRIO;RJ;BRASIL;18/03/2012;12:20:00;***;0;1;NÃO
45619;45619;45619;45619;45619;ACIDENTE;SOROCABA;SP;BRASIL;19/03/2012;19:18:00;***;0;1;NÃO
45652;45652;45652;45652;45652;ACIDENTE;PORTO ALEGRE;RS;BRASIL;19/03/2012;14:20:00;SIM;0;1;NÃO
45686;45686;45686;45686;45686;INCIDENTE;GUARULHOS;SP;BRASIL;20/03/2012;16:10:00;***;0;1;NÃO
46067;46067;46067;46067;46067;INCIDENTE;MACAÉ;RJ;BRASIL;21/03/2012;12:50:00;***;0;1;NÃO
45795;45795;45795;45795;45795;INCIDENTE;GOIÂNIA;GO;BRASIL;22/03/2012;19:45:00;***;0;1;NÃO
45796;45796;45796;45796;45796;INCIDENTE;FORTALEZA;CE;BRASIL;22/03/2012;14:41:00;***;0;1;NÃO
45730;45730;45730;45730;45730;ACIDENTE;MARICÁ;RJ;BRASIL;23/03/2012;16:15:00;SIM;0;1;SIM
45798;45798;45798;45798;45798;INCIDENTE GRAVE;CHAPECÓ;SC;BRASIL;23/03/2012;21:17:00;SIM;0;1;NÃO
45651;45651;45651;45651;45651;INCIDENTE GRAVE;ITU;SP;BRASIL;24/03/2012;20:45:00;***;1;1;NÃO
45794;45794;45794;45794;45794;ACIDENTE;NAVEGANTES;SC;BRASIL;24/03/2012;17:40:00;***;0;1;NÃO
45784;45784;45784;45784;45784;INCIDENTE;BELO HORIZONTE;MG;BRASIL;26/03/2012;17:45:00;***;0;1;NÃO
45797;45797;45797;45797;45797;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;26/03/2012;20:38:00;***;0;1;NÃO
46901;46901;46901;46901;46901;ACIDENTE;MANAUS;AM;BRASIL;26/03/2012;20:30:00;SIM;2;1;NÃO
52057;52057;52057;52057;52057;INCIDENTE;MACEIÓ;AL;BRASIL;26/03/2012;13:19:00;***;0;1;NÃO
45792;45792;45792;45792;45792;INCIDENTE;SÃO PAULO;SP;BRASIL;27/03/2012;16:00:00;***;0;1;NÃO
45793;45793;45793;45793;45793;INCIDENTE;GOIÂNIA;GO;BRASIL;27/03/2012;19:55:00;***;0;1;NÃO
45780;45780;45780;45780;45780;INCIDENTE;CAMPINAS;SP;BRASIL;28/03/2012;19:30:00;***;0;1;NÃO
45790;45790;45790;45790;45790;INCIDENTE;CURITIBA;PR;BRASIL;28/03/2012;21:40:00;***;0;1;NÃO
45791;45791;45791;45791;45791;INCIDENTE;MACAÉ;RJ;BRASIL;28/03/2012;13:45:00;***;0;1;NÃO
45773;45773;45773;45773;45773;INCIDENTE;SANTA MARIA;RS;BRASIL;29/03/2012;20:33:00;***;0;1;NÃO
45785;45785;45785;45785;45785;INCIDENTE;COARI;AM;BRASIL;29/03/2012;15:20:00;SIM;3;1;NÃO
45754;45754;45754;45754;45754;INCIDENTE GRAVE;GOIÂNIA;GO;BRASIL;30/03/2012;14:30:00;SIM;0;1;SIM
45774;45774;45774;45774;45774;INCIDENTE;BELO HORIZONTE;MG;BRASIL;30/03/2012;13:31:00;***;0;1;NÃO
45731;45731;45731;45731;45731;ACIDENTE;PALMAS;TO;BRASIL;31/03/2012;19:21:00;SIM;0;1;NÃO
46069;46069;46069;46069;46069;INCIDENTE;GUARULHOS;SP;BRASIL;01/04/2012;13:30:00;***;0;1;NÃO
45753;45753;45753;45753;45753;INCIDENTE GRAVE;OURO FINO;MG;BRASIL;02/04/2012;16:30:00;SIM;0;1;SIM
45775;45775;45775;45775;45775;INCIDENTE;SÃO PAULO;SP;BRASIL;02/04/2012;18:32:00;***;0;1;NÃO
45732;45732;45732;45732;45732;ACIDENTE;SORRISO;MT;BRASIL;03/04/2012;17:30:00;***;0;1;NÃO
45756;45756;45756;45756;45756;INCIDENTE GRAVE;SÃO FÉLIX DO XINGU;PA;BRASIL;03/04/2012;14:25:00;SIM;1;1;NÃO
45755;45755;45755;45755;45755;INCIDENTE GRAVE;CARUARU;PE;BRASIL;04/04/2012;10:45:00;SIM;0;1;NÃO
52058;52058;52058;52058;52058;INCIDENTE;BAURU;SP;BRASIL;04/04/2012;20:20:00;***;0;1;NÃO
45733;45733;45733;45733;45733;ACIDENTE;BELO HORIZONTE;MG;BRASIL;05/04/2012;17:00:00;***;0;1;NÃO
45734;45734;45734;45734;45734;ACIDENTE;TIROS;MG;BRASIL;06/04/2012;13:37:00;SIM;0;1;NÃO
45752;45752;45752;45752;45752;INCIDENTE GRAVE;BRAGANÇA PAULISTA;SP;BRASIL;11/04/2012;12:00:00;SIM;4;1;SIM
45776;45776;45776;45776;45776;INCIDENTE;GOVERNADOR VALADARES;MG;BRASIL;11/04/2012;09:15:00;***;0;1;NÃO
47082;47082;47082;47082;47082;INCIDENTE GRAVE;SAPEZAL;MT;BRASIL;11/04/2012;11:30:00;***;0;1;NÃO
45779;45779;45779;45779;45779;INCIDENTE;BRASÍLIA;DF;BRASIL;12/04/2012;19:00:00;***;0;1;NÃO
45803;45803;45803;45803;45803;INCIDENTE;BELO HORIZONTE;MG;BRASIL;12/04/2012;10:30:00;***;0;1;NÃO
45746;45746;45746;45746;45746;ACIDENTE;FRANCA;SP;BRASIL;13/04/2012;20:25:00;***;0;1;NÃO
45747;45747;45747;45747;45747;ACIDENTE;CAMPO GRANDE;MS;BRASIL;13/04/2012;20:30:00;SIM;0;1;NÃO
45750;45750;45750;45750;45750;ACIDENTE;ITIRAPINA;SP;BRASIL;13/04/2012;15:45:00;***;0;1;NÃO
45751;45751;45751;45751;45751;ACIDENTE;ITANHAÉM;SP;BRASIL;14/04/2012;15:30:00;SIM;2;1;SIM
45749;45749;45749;45749;45749;ACIDENTE;GUARATINGUETÁ;SP;BRASIL;15/04/2012;20:45:00;SIM;0;1;NÃO
45777;45777;45777;45777;45777;INCIDENTE;MANAUS;AM;BRASIL;15/04/2012;06:15:00;SIM;0;1;NÃO
45781;45781;45781;45781;45781;INCIDENTE;UBERLÂNDIA;MG;BRASIL;15/04/2012;20:40:00;***;0;1;NÃO
46056;46056;46056;46056;46056;INCIDENTE;GUAÍBA;RS;BRASIL;15/04/2012;12:05:00;***;0;1;NÃO
45748;45748;45748;45748;45748;ACIDENTE;FORTALEZA;CE;BRASIL;16/04/2012;22:50:00;SIM;0;1;NÃO
46053;46053;46053;46053;46053;INCIDENTE;MACAÉ;RJ;BRASIL;18/04/2012;12:59:00;***;0;1;NÃO
45778;45778;45778;45778;45778;INCIDENTE;GOIÂNIA;GO;BRASIL;19/04/2012;21:45:00;***;0;1;NÃO
45757;45757;45757;45757;45757;ACIDENTE;JUNDIAÍ;SP;BRASIL;20/04/2012;20:20:00;SIM;2;1;NÃO
45759;45759;45759;45759;45759;ACIDENTE;MACAPÁ;AP;BRASIL;20/04/2012;08:55:00;SIM;2;1;NÃO
45783;45783;45783;45783;45783;INCIDENTE;CHAVES;PA;BRASIL;21/04/2012;12:45:00;***;0;1;NÃO
46052;46052;46052;46052;46052;INCIDENTE;COARI;AM;BRASIL;21/04/2012;13:05:00;SIM;0;1;NÃO
45834;45834;45834;45834;45834;INCIDENTE;PORTO ALEGRE;RS;BRASIL;23/04/2012;21:35:00;***;0;1;NÃO
45835;45835;45835;45835;45835;INCIDENTE GRAVE;BLUMENAU;SC;BRASIL;23/04/2012;13:50:00;SIM;0;1;NÃO
46048;46048;46048;46048;46048;ACIDENTE;GUARULHOS;SP;BRASIL;24/04/2012;16:40:00;SIM;1;1;SIM
45804;45804;45804;45804;45804;INCIDENTE;GOIÂNIA;GO;BRASIL;25/04/2012;09:20:00;***;0;1;NÃO
46055;46055;46055;46055;46055;INCIDENTE;BELO HORIZONTE;MG;BRASIL;25/04/2012;20:24:00;***;0;1;NÃO
46068;46068;46068;46068;46068;INCIDENTE;RECIFE;PE;BRASIL;25/04/2012;11:26:00;***;0;1;NÃO
45820;45820;45820;45820;45820;ACIDENTE;GUARUJÁ;SP;BRASIL;26/04/2012;17:26:00;SIM;3;1;NÃO
45799;45799;45799;45799;45799;ACIDENTE;SÃO SEBASTIÃO DO PASSÉ;BA;BRASIL;27/04/2012;12:40:00;SIM;1;1;NÃO
45801;45801;45801;45801;45801;INCIDENTE;GUARULHOS;SP;BRASIL;27/04/2012;03:54:00;***;0;1;NÃO
45844;45844;45844;45844;45844;INCIDENTE;CONFINS;MG;BRASIL;27/04/2012;01:40:00;***;0;1;NÃO
45842;45842;45842;45842;45842;INCIDENTE;MACAPÁ;AP;BRASIL;28/04/2012;14:23:00;***;0;1;NÃO
46109;46109;46109;46109;46109;INCIDENTE;RECIFE;PE;BRASIL;28/04/2012;11:23:00;***;0;1;NÃO
53433;53433;53433;53433;53433;ACIDENTE;MARINGÁ;PR;BRASIL;28/04/2012;20:00:00;SIM;0;1;NÃO
46070;46070;46070;46070;46070;INCIDENTE;TEIXEIRA DE FREITAS;BA;BRASIL;29/04/2012;20:20:00;***;0;1;NÃO
45800;45800;45800;45800;45800;INCIDENTE GRAVE;SALVADOR;BA;BRASIL;30/04/2012;20:25:00;SIM;0;1;NÃO
45821;45821;45821;45821;45821;ACIDENTE;LENÇÓIS PAULISTA;SP;BRASIL;01/05/2012;17:15:00;SIM;2;1;NÃO
45843;45843;45843;45843;45843;INCIDENTE;GUARULHOS;SP;BRASIL;01/05/2012;23:30:00;***;0;1;NÃO
45845;45845;45845;45845;45845;INCIDENTE;VITÓRIA;ES;BRASIL;02/05/2012;19:50:00;***;0;1;NÃO
45850;45850;45850;45850;45850;INCIDENTE;SERRA;ES;BRASIL;02/05/2012;19:09:00;***;0;1;NÃO
45831;45831;45831;45831;45831;INCIDENTE GRAVE;MARINGÁ;PR;BRASIL;03/05/2012;12:00:00;SIM;0;1;NÃO
45833;45833;45833;45833;45833;INCIDENTE GRAVE;MARICÁ;RJ;BRASIL;03/05/2012;11:20:00;SIM;0;1;NÃO
