codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;codigo_ocorrencia3;codigo_ocorrencia4;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;total_recomendacoes;total_aeronaves_envolvidas;ocorrencia_saida_pista
78989;78989;78989;78989;78989;INCIDENTE;CAMPINAS;SP;BRASIL;24/10/2019;17:40:00;SIM;0;1;NÃO
78990;78990;78990;78990;78990;INCIDENTE GRAVE;NOVA UBIRATÃ;MT;BRASIL;24/10/2019;11:30:00;SIM;0;1;NÃO
78991;78991;78991;78991;78991;INCIDENTE GRAVE;LUCAS DO RIO VERDE;MT;BRASIL;26/10/2019;20:45:00;SIM;0;1;NÃO
78992;78992;78992;78992;78992;INCIDENTE;SALVADOR;BA;BRASIL;26/10/2019;14:07:00;SIM;0;1;NÃO
78993;78993;78993;78993;78993;INCIDENTE GRAVE;CAÇAPAVA;SP;BRASIL;26/10/2019;18:47:00;SIM;0;1;SIM
78994;78994;78994;78994;78994;INCIDENTE;POUSO ALEGRE;MG;BRASIL;27/10/2019;13:35:00;SIM;0;1;NÃO
78995;78995;78995;78995;78995;INCIDENTE;SÃO JOSÉ;SC;BRASIL;28/10/2019;13:30:00;SIM;0;1;NÃO
78996;78996;78996;78996;78996;INCIDENTE;CAMPINAS;SP;BRASIL;28/10/2019;02:15:00;SIM;0;1;NÃO
78997;78997;78997;78997;78997;INCIDENTE;BELO HORIZONTE;MG;BRASIL;30/10/2019;13:06:00;SIM;0;1;NÃO
78998;78998;78998;78998;78998;INCIDENTE GRAVE;SÃO PAULO;SP;BRASIL;31/10/2019;11:15:00;SIM;0;1;SIM
78742;78742;78742;78742;78742;ACIDENTE;LUZIÂNIA;GO;BRASIL;01/11/2019;20:45:00;SIM;0;1;SIM
78999;78999;78999;78999;78999;INCIDENTE;GUARULHOS;SP;BRASIL;01/11/2019;18:36:00;SIM;0;1;NÃO
79000;79000;79000;79000;79000;INCIDENTE GRAVE;QUIRINÓPOLIS;GO;BRASIL;01/11/2019;21:10:00;SIM;0;1;NÃO
79001;79001;79001;79001;79001;INCIDENTE;RODEIO;SC;BRASIL;06/11/2019;12:02:00;SIM;0;1;NÃO
79002;79002;79002;79002;79002;INCIDENTE;PORTO ALEGRE;RS;BRASIL;06/11/2019;04:15:00;SIM;0;1;NÃO
79003;79003;79003;79003;79003;INCIDENTE;BRAGANÇA PAULISTA;SP;BRASIL;07/11/2019;15:10:00;SIM;0;1;NÃO
79004;79004;79004;79004;79004;INCIDENTE;VILA BELA DA SANTÍSSIMA TRINDADE;MT;BRASIL;07/11/2019;18:05:00;SIM;0;1;SIM
79005;79005;79005;79005;79005;INCIDENTE;BRASÍLIA;DF;BRASIL;10/11/2019;21:34:00;SIM;0;1;NÃO
79006;79006;79006;79006;79006;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;11/11/2019;15:30:00;SIM;0;1;NÃO
78831;78831;78831;78831;78831;ACIDENTE;SANTARÉM;PA;BRASIL;12/11/2019;18:30:00;SIM;0;1;NÃO
78832;78832;78832;78832;78832;ACIDENTE;MARAÚ;BA;BRASIL;14/11/2019;17:17:00;SIM;4;1;NÃO
79007;79007;79007;79007;79007;INCIDENTE;PORTO ALEGRE;RS;BRASIL;14/11/2019;20:00:00;NULL;0;1;NÃO
79008;79008;79008;79008;79008;INCIDENTE;LONDRINA;PR;BRASIL;14/11/2019;20:45:00;SIM;0;1;NÃO
79009;79009;79009;79009;79009;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;15/11/2019;14:50:00;SIM;0;1;NÃO
79010;79010;79010;79010;79010;INCIDENTE;CAMPINAS;SP;BRASIL;15/11/2019;04:37:00;SIM;0;1;NÃO
78834;78834;78834;78834;78834;ACIDENTE;CASCAVEL;PR;BRASIL;17/11/2019;20:30:00;SIM;0;1;NÃO
79104;79104;79104;79104;79104;ACIDENTE;ELIAS FAUSTO;SP;BRASIL;17/11/2019;15:45:00;SIM;0;1;NÃO
79011;79011;79011;79011;79011;INCIDENTE;RECIFE;PE;BRASIL;20/11/2019;23:47:00;NULL;0;1;NÃO
79012;79012;79012;79012;79012;INCIDENTE;PICOS;PI;BRASIL;20/11/2019;16:45:00;SIM;0;1;NÃO
78833;78833;78833;78833;78833;ACIDENTE;SÃO PAULO;SP;BRASIL;21/11/2019;14:30:00;SIM;0;1;NÃO
79013;79013;79013;79013;79013;INCIDENTE;LUCAS DO RIO VERDE;MT;BRASIL;22/11/2019;08:30:00;***;0;1;NÃO
79014;79014;79014;79014;79014;INCIDENTE;CAMPINAS;SP;BRASIL;23/11/2019;03:27:00;SIM;0;1;NÃO
79015;79015;79015;79015;79015;INCIDENTE;LONDRINA;PR;BRASIL;23/11/2019;16:14:00;SIM;0;1;NÃO
79016;79016;79016;79016;79016;INCIDENTE;MACEIÓ;AL;BRASIL;24/11/2019;10:42:00;SIM;0;1;NÃO
79017;79017;79017;79017;79017;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;BRASIL;24/11/2019;11:20:00;NULL;0;1;NÃO
78835;78835;78835;78835;78835;ACIDENTE;MANAUS;AM;BRASIL;25/11/2019;18:53:00;SIM;0;1;NÃO
78836;78836;78836;78836;78836;ACIDENTE;PENÁPOLIS;SP;BRASIL;25/11/2019;09:40:00;SIM;1;1;NÃO
79018;79018;79018;79018;79018;INCIDENTE;CAMPINAS;SP;BRASIL;26/11/2019;18:08:00;NULL;0;1;NÃO
78837;78837;78837;78837;78837;ACIDENTE;CLÁUDIA;MT;BRASIL;27/11/2019;13:52:00;SIM;0;1;NÃO
79019;79019;79019;79019;79019;INCIDENTE;PALMAS;TO;BRASIL;27/11/2019;14:20:00;NULL;0;1;NÃO
78838;78838;78838;78838;78838;ACIDENTE;SANTA MARGARIDA DO SUL;RS;BRASIL;28/11/2019;07:30:00;SIM;0;1;SIM
79020;79020;79020;79020;79020;INCIDENTE;PORTO ALEGRE;RS;BRASIL;28/11/2019;13:35:00;SIM;0;1;NÃO
78839;78839;78839;78839;78839;ACIDENTE;GUARARAPES;SP;BRASIL;29/11/2019;21:55:00;SIM;1;1;NÃO
79021;79021;79021;79021;79021;INCIDENTE;LONDRINA;PR;BRASIL;29/11/2019;21:10:00;NULL;0;1;NÃO
79022;79022;79022;79022;79022;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;30/11/2019;01:49:00;SIM;0;1;NÃO
79032;79032;79032;79032;79032;ACIDENTE;CAIEIRAS;SP;BRASIL;02/12/2019;09:00:00;SIM;0;1;NÃO
79023;79023;79023;79023;79023;INCIDENTE;RECIFE;PE;BRASIL;03/12/2019;12:45:00;SIM;0;1;NÃO
79024;79024;79024;79024;79024;INCIDENTE;QUIXADÁ;CE;BRASIL;03/12/2019;11:10:00;SIM;0;1;NÃO
79033;79033;79033;79033;79033;ACIDENTE;OURILÂNDIA DO NORTE;PA;BRASIL;03/12/2019;13:50:00;NULL;0;1;NÃO
79025;79025;79025;79025;79025;INCIDENTE GRAVE;VERA;MT;BRASIL;04/12/2019;20:00:00;SIM;0;1;NÃO
79026;79026;79026;79026;79026;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;05/12/2019;15:30:00;SIM;0;1;NÃO
79027;79027;79027;79027;79027;INCIDENTE;LONDRINA;PR;BRASIL;06/12/2019;14:45:00;SIM;0;1;NÃO
79034;79034;79034;79034;79034;ACIDENTE;RIO GRANDE;RS;BRASIL;06/12/2019;10:50:00;SIM;1;1;NÃO
79028;79028;79028;79028;79028;INCIDENTE;CURITIBA;PR;BRASIL;07/12/2019;20:23:00;SIM;0;1;NÃO
79083;79083;79083;79083;79083;INCIDENTE;RECIFE;PE;BRASIL;07/12/2019;18:50:00;SIM;0;1;NÃO
79082;79082;79082;79082;79082;INCIDENTE;CONFINS;MG;BRASIL;10/12/2019;15:00:00;SIM;0;1;NÃO
79029;79029;79029;79029;79029;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;11/12/2019;13:31:00;SIM;0;1;NÃO
79035;79035;79035;79035;79035;ACIDENTE;SÃO MANOEL DO PARANÁ;PR;BRASIL;13/12/2019;21:40:00;SIM;2;1;NÃO
79081;79081;79081;79081;79081;INCIDENTE;LONDRINA;PR;BRASIL;13/12/2019;13:20:00;SIM;0;1;NÃO
79030;79030;79030;79030;79030;INCIDENTE GRAVE;BRAGANÇA PAULISTA;SP;BRASIL;16/12/2019;09:00:00;SIM;0;1;NÃO
79039;79039;79039;79039;79039;INCIDENTE GRAVE;GOIÂNIA;GO;BRASIL;16/12/2019;12:20:00;SIM;0;1;NÃO
79080;79080;79080;79080;79080;INCIDENTE;BELO HORIZONTE;MG;BRASIL;16/12/2019;12:40:00;SIM;0;1;NÃO
79240;79240;79240;79240;79240;INCIDENTE;RIBAS DO RIO PARDO;MS;BRASIL;16/12/2019;19:45:00;SIM;0;1;NÃO
79079;79079;79079;79079;79079;INCIDENTE;SÃO PAULO;SP;BRASIL;17/12/2019;10:45:00;SIM;0;1;NÃO
79038;79038;79038;79038;79038;INCIDENTE GRAVE;GOIÂNIA;GO;BRASIL;18/12/2019;14:30:00;SIM;0;1;NÃO
79078;79078;79078;79078;79078;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;18/12/2019;01:48:00;SIM;0;1;NÃO
79037;79037;79037;79037;79037;INCIDENTE;BRASÍLIA;DF;BRASIL;19/12/2019;21:40:00;SIM;0;1;NÃO
79077;79077;79077;79077;79077;INCIDENTE;SÃO PAULO;SP;BRASIL;19/12/2019;22:35:00;SIM;0;1;NÃO
79042;79042;79042;79042;79042;ACIDENTE;TUPACIGUARA;MG;BRASIL;20/12/2019;20:30:00;SIM;2;1;NÃO
79076;79076;79076;79076;79076;INCIDENTE;CARAUARI;AM;BRASIL;20/12/2019;15:00:00;SIM;0;1;NÃO
79203;79203;79203;79203;79203;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;20/12/2019;16:37:00;SIM;0;1;NÃO
79523;79523;79523;79523;79523;INCIDENTE GRAVE;CURITIBA;PR;BRASIL;22/12/2019;17:40:00;SIM;0;1;SIM
79036;79036;79036;79036;79036;ACIDENTE;ARROIO GRANDE;RS;BRASIL;23/12/2019;19:00:00;SIM;0;1;NÃO
79050;79050;79050;79050;79050;ACIDENTE;FEIJÓ;AC;BRASIL;23/12/2019;20:15:00;SIM;0;1;NÃO
79057;79057;79057;79057;79057;ACIDENTE;LEOPOLDO DE BULHÕES;GO;BRASIL;23/12/2019;11:30:00;SIM;0;1;NÃO
79075;79075;79075;79075;79075;INCIDENTE;CAMPINAS;SP;BRASIL;24/12/2019;09:00:00;SIM;0;1;NÃO
79048;79048;79048;79048;79048;ACIDENTE;ITAMBÉ;PR;BRASIL;25/12/2019;20:00:00;SIM;0;1;NÃO
79073;79073;79073;79073;79073;INCIDENTE;PORTO ALEGRE;RS;BRASIL;26/12/2019;18:50:00;SIM;0;1;NÃO
79074;79074;79074;79074;79074;INCIDENTE;BELO HORIZONTE;MG;BRASIL;26/12/2019;22:30:00;SIM;0;1;NÃO
79071;79071;79071;79071;79071;INCIDENTE;CAMPINAS;SP;BRASIL;27/12/2019;21:20:00;SIM;0;1;NÃO
79072;79072;79072;79072;79072;INCIDENTE;CHAPECÓ;SC;BRASIL;27/12/2019;23:24:00;SIM;0;1;NÃO
79045;79045;79045;79045;79045;ACIDENTE;GUAÍRA;SP;BRASIL;28/12/2019;09:30:00;SIM;0;1;NÃO
79070;79070;79070;79070;79070;INCIDENTE;BELÉM;PA;BRASIL;30/12/2019;18:55:00;SIM;0;1;NÃO
79068;79068;79068;79068;79068;INCIDENTE;BELÉM;PA;BRASIL;31/12/2019;22:55:00;SIM;0;1;NÃO
79102;79102;79102;79102;79102;ACIDENTE;JUIZ DE FORA;MG;BRASIL;31/12/2019;18:20:00;SIM;0;1;SIM
79043;79043;79043;79043;79043;ACIDENTE;CAMANDUCAIA;MG;BRASIL;01/01/2020;21:00:00;NULL;1;1;NÃO
79044;79044;79044;79044;79044;INCIDENTE GRAVE;SALVADOR;BA;BRASIL;03/01/2020;16:35:00;SIM;0;1;SIM
79049;79049;79049;79049;79049;ACIDENTE;LEME;SP;BRASIL;03/01/2020;21:15:00;SIM;1;1;NÃO
79132;79132;79132;79132;79132;INCIDENTE;SÃO MATEUS;ES;BRASIL;03/01/2020;14:10:00;SIM;0;1;NÃO
79182;79182;79182;79182;79182;INCIDENTE;GOIÂNIA;GO;BRASIL;03/01/2020;11:10:00;SIM;0;1;NÃO
79051;79051;79051;79051;79051;INCIDENTE;SALVADOR;BA;BRASIL;04/01/2020;13:30:00;SIM;0;1;NÃO
79052;79052;79052;79052;79052;INCIDENTE;CAMPINAS;SP;BRASIL;05/01/2020;17:15:00;SIM;0;1;NÃO
79054;79054;79054;79054;79054;INCIDENTE;CAMPINAS;SP;BRASIL;08/01/2020;13:30:00;SIM;0;1;NÃO
79055;79055;79055;79055;79055;ACIDENTE;RONDONÓPOLIS;MT;BRASIL;09/01/2020;20:00:00;SIM;0;1;NÃO
79056;79056;79056;79056;79056;INCIDENTE;CONFINS;MG;BRASIL;09/01/2020;18:44:00;SIM;0;1;NÃO
79134;79134;79134;79134;79134;INCIDENTE;ERECHIM;RS;BRASIL;09/01/2020;20:52:00;SIM;0;1;SIM
79130;79130;79130;79130;79130;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;10/01/2020;21:09:00;SIM;0;1;NÃO
79109;79109;79109;79109;79109;ACIDENTE;TAMBOARA;PR;BRASIL;11/01/2020;08:30:00;SIM;0;2;NÃO
79135;79135;79135;79135;79135;INCIDENTE;CUIABÁ;MT;BRASIL;11/01/2020;16:37:00;SIM;0;1;NÃO
79136;79136;79136;79136;79136;INCIDENTE;BRASÍLIA;DF;BRASIL;12/01/2020;02:32:00;SIM;0;1;NÃO
79118;79118;79118;79118;79118;INCIDENTE GRAVE;CURITIBA;PR;BRASIL;13/01/2020;20:10:00;SIM;0;1;SIM
79120;79120;79120;79120;79120;ACIDENTE;CRUZ ALTA;RS;BRASIL;15/01/2020;09:30:00;SIM;1;1;NÃO
79140;79140;79140;79140;79140;INCIDENTE;BELO HORIZONTE;MG;BRASIL;15/01/2020;10:43:00;SIM;0;1;NÃO
79141;79141;79141;79141;79141;INCIDENTE;CAMPINAS;SP;BRASIL;15/01/2020;14:53:00;SIM;0;1;NÃO
79142;79142;79142;79142;79142;INCIDENTE;SALVADOR;BA;BRASIL;15/01/2020;10:43:00;SIM;0;1;NÃO
79262;79262;79262;79262;79262;INCIDENTE;SÃO PAULO;SP;BRASIL;15/01/2020;18:13:00;SIM;0;1;NÃO
79100;79100;79100;79100;79100;INCIDENTE GRAVE;LADÁRIO;MS;BRASIL;16/01/2020;16:15:00;SIM;0;1;NÃO
79125;79125;79125;79125;79125;INCIDENTE GRAVE;CAUCAIA;CE;BRASIL;16/01/2020;01:10:00;SIM;2;1;NÃO
79143;79143;79143;79143;79143;INCIDENTE;CURITIBA;PR;BRASIL;16/01/2020;13:05:00;SIM;0;1;NÃO
79179;79179;79179;79179;79179;ACIDENTE;SÃO PAULO;SP;BRASIL;16/01/2020;12:00:00;SIM;1;1;NÃO
79098;79098;79098;79098;79098;ACIDENTE;GUIRATINGA;MT;BRASIL;17/01/2020;15:30:00;SIM;0;1;NÃO
79099;79099;79099;79099;79099;INCIDENTE GRAVE;EDÉIA;GO;BRASIL;17/01/2020;21:00:00;SIM;0;1;NÃO
79211;79211;79211;79211;79211;INCIDENTE;CAARAPÓ;MS;BRASIL;17/01/2020;19:00:00;SIM;0;1;NÃO
79121;79121;79121;79121;79121;ACIDENTE;RIO BRANCO;AC;BRASIL;18/01/2020;15:15:00;SIM;0;1;NÃO
79147;79147;79147;79147;79147;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;19/01/2020;14:30:00;SIM;0;1;NÃO
79266;79266;79266;79266;79266;INCIDENTE;PARÁ DE MINAS;MG;BRASIL;19/01/2020;09:10:00;SIM;0;1;NÃO
79148;79148;79148;79148;79148;INCIDENTE;CUIABÁ;MT;BRASIL;22/01/2020;17:40:00;SIM;0;1;NÃO
79149;79149;79149;79149;79149;INCIDENTE;FORTALEZA;CE;BRASIL;22/01/2020;17:10:00;SIM;0;1;NÃO
79153;79153;79153;79153;79153;INCIDENTE;CAMPINAS;SP;BRASIL;22/01/2020;03:24:00;SIM;0;1;NÃO
79154;79154;79154;79154;79154;INCIDENTE;CAMPINAS;SP;BRASIL;23/01/2020;14:00:00;SIM;0;1;NÃO
79155;79155;79155;79155;79155;INCIDENTE GRAVE;BALSAS;MA;BRASIL;24/01/2020;13:30:00;SIM;0;1;SIM
79156;79156;79156;79156;79156;INCIDENTE;SOROCABA;SP;BRASIL;24/01/2020;16:27:00;SIM;0;1;NÃO
79157;79157;79157;79157;79157;INCIDENTE;NAVEGANTES;SC;BRASIL;24/01/2020;16:57:00;SIM;0;1;NÃO
79124;79124;79124;79124;79124;ACIDENTE;LEME;SP;BRASIL;25/01/2020;17:00:00;SIM;1;1;NÃO
79126;79126;79126;79126;79126;ACIDENTE;LEME;SP;BRASIL;25/01/2020;18:00:00;SIM;0;1;NÃO
79158;79158;79158;79158;79158;INCIDENTE;UBERLÂNDIA;MG;BRASIL;25/01/2020;18:28:00;SIM;0;1;NÃO
79268;79268;79268;79268;79268;INCIDENTE;SÃO PAULO;SP;BRASIL;26/01/2020;19:08:00;SIM;0;1;NÃO
79160;79160;79160;79160;79160;INCIDENTE;NAVEGANTES;SC;BRASIL;27/01/2020;18:18:00;SIM;0;1;NÃO
79161;79161;79161;79161;79161;INCIDENTE;CAMPINAS;SP;BRASIL;27/01/2020;02:21:00;SIM;0;1;NÃO
79097;79097;79097;79097;79097;ACIDENTE;SERRANÓPOLIS;GO;BRASIL;28/01/2020;10:30:00;SIM;1;1;NÃO
79162;79162;79162;79162;79162;INCIDENTE;CAMPINAS;SP;BRASIL;28/01/2020;17:00:00;SIM;0;1;NÃO
79164;79164;79164;79164;79164;INCIDENTE;MANAUS;AM;BRASIL;28/01/2020;19:42:00;SIM;0;1;NÃO
79165;79165;79165;79165;79165;INCIDENTE;GUARULHOS;SP;BRASIL;28/01/2020;15:40:00;SIM;0;1;NÃO
79101;79101;79101;79101;79101;INCIDENTE;SÃO FÉLIX DO ARAGUAIA;MT;BRASIL;29/01/2020;16:55:00;SIM;0;1;NÃO
79166;79166;79166;79166;79166;INCIDENTE;CAMPINAS;SP;BRASIL;29/01/2020;19:02:00;SIM;0;1;NÃO
79708;79708;79708;79708;79708;INCIDENTE;BELO HORIZONTE;MG;BRASIL;29/01/2020;11:50:00;SIM;0;1;NÃO
79096;79096;79096;79096;79096;INCIDENTE;GOIÂNIA;GO;BRASIL;30/01/2020;13:00:00;SIM;0;1;NÃO
79167;79167;79167;79167;79167;INCIDENTE;LONDRINA;PR;BRASIL;31/01/2020;18:30:00;SIM;0;1;NÃO
79168;79168;79168;79168;79168;INCIDENTE;CAMPINAS;SP;BRASIL;31/01/2020;01:42:00;SIM;0;1;NÃO
79094;79094;79094;79094;79094;INCIDENTE;PALMAS;TO;BRASIL;01/02/2020;14:00:00;SIM;0;1;NÃO
79169;79169;79169;79169;79169;INCIDENTE;CAMPINAS;SP;BRASIL;01/02/2020;02:12:00;SIM;0;1;NÃO
79180;79180;79180;79180;79180;ACIDENTE;TEÓFILO OTONI;MG;BRASIL;01/02/2020;20:52:00;NULL;0;1;NÃO
79267;79267;79267;79267;79267;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;01/02/2020;15:41:00;SIM;0;1;NÃO
79110;79110;79110;79110;79110;ACIDENTE;CAROLINA;MA;BRASIL;03/02/2020;19:00:00;NULL;0;1;NÃO
79226;79226;79226;79226;79226;INCIDENTE;SÃO PAULO;SP;BRASIL;03/02/2020;21:03:00;SIM;0;2;NÃO
79331;79331;79331;79331;79331;INCIDENTE;PONTES E LACERDA;MT;BRASIL;03/02/2020;00:00:00;SIM;0;1;NÃO
79107;79107;79107;79107;79107;ACIDENTE;AMAJARI;RR;BRASIL;04/02/2020;18:00:00;SIM;0;1;NÃO
79111;79111;79111;79111;79111;ACIDENTE;SANTO ÂNGELO;RS;BRASIL;04/02/2020;20:30:00;SIM;4;1;NÃO
79127;79127;79127;79127;79127;ACIDENTE;SANTARÉM;PA;BRASIL;06/02/2020;20:50:00;NULL;0;1;NÃO
79170;79170;79170;79170;79170;INCIDENTE;CAMPINAS;SP;BRASIL;06/02/2020;13:08:00;SIM;0;1;NÃO
79171;79171;79171;79171;79171;INCIDENTE;TRÊS MARIAS;MG;BRASIL;06/02/2020;18:00:00;SIM;0;1;NÃO
79128;79128;79128;79128;79128;ACIDENTE;COROMANDEL;MG;BRASIL;07/02/2020;19:10:00;SIM;1;1;NÃO
79172;79172;79172;79172;79172;INCIDENTE;CAMPINAS;SP;BRASIL;07/02/2020;03:20:00;SIM;0;1;NÃO
79129;79129;79129;79129;79129;ACIDENTE;ITARIRI;SP;BRASIL;08/02/2020;12:00:00;SIM;2;1;NÃO
79173;79173;79173;79173;79173;INCIDENTE;GUARULHOS;SP;BRASIL;08/02/2020;14:30:00;SIM;0;1;NÃO
79115;79115;79115;79115;79115;ACIDENTE;URUAÇU;GO;BRASIL;10/02/2020;21:35:00;SIM;0;1;NÃO
79269;79269;79269;79269;79269;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;10/02/2020;02:00:00;SIM;0;1;NÃO
79131;79131;79131;79131;79131;ACIDENTE;ÁGUA BOA;MT;BRASIL;12/02/2020;11:20:00;SIM;2;1;NÃO
79175;79175;79175;79175;79175;INCIDENTE;PORTO ALEGRE;RS;BRASIL;12/02/2020;13:48:00;SIM;0;1;NÃO
79137;79137;79137;79137;79137;INCIDENTE GRAVE;GOIÂNIA;GO;BRASIL;14/02/2020;18:47:00;SIM;0;1;NÃO
79176;79176;79176;79176;79176;INCIDENTE GRAVE;JACAREZINHO;PR;BRASIL;14/02/2020;15:10:00;SIM;0;1;NÃO
79177;79177;79177;79177;79177;INCIDENTE;PORTO ALEGRE;RS;BRASIL;14/02/2020;15:41:00;SIM;0;1;NÃO
79138;79138;79138;79138;79138;INCIDENTE GRAVE;RIO VERDE;GO;BRASIL;15/02/2020;13:20:00;SIM;0;1;NÃO
79270;79270;79270;79270;79270;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;16/02/2020;20:08:00;SIM;0;1;NÃO
79464;79464;79464;79464;79464;INCIDENTE;SÃO GONÇALO DO AMARANTE;RN;BRASIL;16/02/2020;01:30:00;SIM;0;1;NÃO
79178;79178;79178;79178;79178;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;BRASIL;17/02/2020;19:33:00;SIM;0;1;NÃO
79196;79196;79196;79196;79196;ACIDENTE;INACIOLÂNDIA;GO;BRASIL;17/02/2020;11:20:00;SIM;0;1;NÃO
79261;79261;79261;79261;79261;INCIDENTE;CAMPINAS;SP;BRASIL;17/02/2020;10:44:00;SIM;0;1;NÃO
79186;79186;79186;79186;79186;INCIDENTE GRAVE;RIO VERDE;GO;BRASIL;18/02/2020;11:40:00;SIM;0;1;NÃO
79198;79198;79198;79198;79198;ACIDENTE;PATROCÍNIO;MG;BRASIL;19/02/2020;16:15:00;SIM;2;1;NÃO
79206;79206;79206;79206;79206;ACIDENTE;GUARAPARI;ES;BRASIL;19/02/2020;18:50:00;SIM;2;1;NÃO
79185;79185;79185;79185;79185;INCIDENTE;MANAUS;AM;BRASIL;20/02/2020;12:24:00;SIM;0;1;NÃO
79195;79195;79195;79195;79195;ACIDENTE;PORTO VELHO;RO;BRASIL;20/02/2020;14:45:00;SIM;1;1;NÃO
79201;79201;79201;79201;79201;INCIDENTE;QUERÊNCIA;MT;BRASIL;20/02/2020;20:00:00;SIM;0;1;NÃO
79221;79221;79221;79221;79221;INCIDENTE;JUNDIAÍ;SP;BRASIL;20/02/2020;15:30:00;SIM;0;1;NÃO
79183;79183;79183;79183;79183;INCIDENTE GRAVE;CURITIBA;PR;BRASIL;22/02/2020;15:20:00;SIM;0;1;NÃO
79184;79184;79184;79184;79184;INCIDENTE;SÃO FÉLIX DO ARAGUAIA;MT;BRASIL;23/02/2020;13:00:00;SIM;0;1;NÃO
79241;79241;79241;79241;79241;INCIDENTE;NOVA ANDRADINA;MS;BRASIL;24/02/2020;15:25:00;SIM;0;1;NÃO
79199;79199;79199;79199;79199;ACIDENTE;PARACATU;MG;BRASIL;25/02/2020;10:30:00;SIM;1;1;NÃO
79222;79222;79222;79222;79222;INCIDENTE;LONDRINA;PR;BRASIL;25/02/2020;16:08:00;SIM;0;1;NÃO
79223;79223;79223;79223;79223;ACIDENTE;GUARUJÁ;SP;BRASIL;25/02/2020;13:50:00;SIM;0;1;NÃO
79224;79224;79224;79224;79224;INCIDENTE;PIRACICABA;SP;BRASIL;25/02/2020;02:10:00;SIM;0;1;NÃO
79255;79255;79255;79255;79255;INCIDENTE;MACEIÓ;AL;BRASIL;26/02/2020;08:30:00;SIM;0;1;NÃO
79291;79291;79291;79291;79291;INCIDENTE;SALVADOR;BA;BRASIL;26/02/2020;22:06:00;SIM;0;1;NÃO
79293;79293;79293;79293;79293;INCIDENTE;CAMPINAS;SP;BRASIL;26/02/2020;15:50:00;SIM;0;1;NÃO
79294;79294;79294;79294;79294;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;26/02/2020;21:00:00;SIM;0;1;NÃO
79197;79197;79197;79197;79197;INCIDENTE GRAVE;VILA RICA;MT;BRASIL;27/02/2020;11:30:00;SIM;0;1;NÃO
79204;79204;79204;79204;79204;ACIDENTE;COLNIZA;MT;BRASIL;28/02/2020;16:00:00;SIM;0;1;NÃO
79210;79210;79210;79210;79210;ACIDENTE;IVATÉ;PR;BRASIL;28/02/2020;16:30:00;SIM;1;1;NÃO
79218;79218;79218;79218;79218;INCIDENTE;SALVADOR;BA;BRASIL;29/02/2020;15:41:00;SIM;0;1;NÃO
79207;79207;79207;79207;79207;INCIDENTE GRAVE;CUIABÁ;MT;BRASIL;01/03/2020;23:00:00;NULL;0;1;NÃO
79212;79212;79212;79212;79212;ACIDENTE;VIANA;ES;BRASIL;01/03/2020;15:12:00;SIM;0;1;NÃO
79217;79217;79217;79217;79217;INCIDENTE;SÃO LUÍS;MA;BRASIL;01/03/2020;19:40:00;SIM;0;1;NÃO
79214;79214;79214;79214;79214;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;BRASIL;02/03/2020;12:50:00;SIM;0;1;NÃO
79216;79216;79216;79216;79216;INCIDENTE;BELO HORIZONTE;MG;BRASIL;03/03/2020;18:25:00;SIM;0;1;NÃO
79462;79462;79462;79462;79462;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;03/03/2020;19:42:00;SIM;0;1;NÃO
79215;79215;79215;79215;79215;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;04/03/2020;21:30:00;SIM;0;1;NÃO
79225;79225;79225;79225;79225;INCIDENTE;MANTENA;MG;BRASIL;04/03/2020;12:04:00;SIM;0;1;NÃO
79292;79292;79292;79292;79292;INCIDENTE;CAMPINAS;SP;BRASIL;04/03/2020;22:50:00;SIM;0;1;NÃO
79213;79213;79213;79213;79213;ACIDENTE;RIO CLARO;SP;BRASIL;05/03/2020;20:00:00;SIM;5;1;NÃO
79231;79231;79231;79231;79231;ACIDENTE;VILHENA;RO;BRASIL;07/03/2020;09:00:00;SIM;2;1;NÃO
79230;79230;79230;79230;79230;INCIDENTE;ARAGUAÍNA;TO;BRASIL;08/03/2020;11:00:00;SIM;0;1;SIM
79710;79710;79710;79710;79710;INCIDENTE;BELO HORIZONTE;MG;BRASIL;08/03/2020;12:07:00;SIM;0;1;NÃO
