codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista
46720,46720,46720,46720,46720,INCIDENTE,GOIÂNIA,GO,SBGO,04/12/2012,10:30:00,***,FINALIZADA,0,1,NÃO
77847,77847,77847,77847,77847,ACIDENTE,JANDAIA,GO,****,06/04/2018,10:30:00,SIM,FINALIZADA,2,1,NÃO
80111,80111,80111,80111,80111,INCIDENTE,GOIÂNIA,GO,SBNV,28/05/2021,20:13:00,SIM,FINALIZADA,0,1,NÃO
52835,52835,52835,52835,52835,ACIDENTE,NAZÁRIO,GO,****,17/12/2014,12:10:00,SIM,FINALIZADA,0,1,NÃO
77573,77573,77573,77573,77573,INCIDENTE,GOIÂNIA,GO,SBGO,03/09/2017,16:00:00,SIM,FINALIZADA,0,1,NÃO
53012,53012,53012,53012,53012,INCIDENTE,GOIÂNIA,GO,SBGO,21/01/2015,17:36:00,***,FINALIZADA,0,1,NÃO
48803,48803,48803,48803,48803,ACIDENTE,GOIÂNIA,GO,SBNV,21/06/2013,17:20:00,SIM,FINALIZADA,0,1,SIM
50563,50563,50563,50563,50563,INCIDENTE,GOIÂNIA,GO,****,06/12/2013,13:20:00,***,FINALIZADA,0,1,NÃO
78146,78146,78146,78146,78146,INCIDENTE,GOIÂNIA,GO,SBGO,23/08/2018,14:58:00,SIM,FINALIZADA,0,1,NÃO
47650,47650,47650,47650,47650,ACIDENTE,PEROLÂNDIA,GO,****,05/04/2013,11:30:00,***,NULL,0,1,NÃO
49115,49115,49115,49115,49115,ACIDENTE,VILA PROPÍCIO,GO,****,21/02/2013,10:30:00,***,FINALIZADA,0,1,NÃO
47145,47145,47145,47145,47145,INCIDENTE,GOIÂNIA,GO,SBGO,08/03/2013,14:13:00,***,FINALIZADA,0,1,NÃO
46980,46980,46980,46980,46980,ACIDENTE,LUZIÂNIA,GO,****,02/01/2013,20:50:00,***,NULL,0,1,NÃO
78516,78516,78516,78516,78516,INCIDENTE GRAVE,RIO VERDE,GO,SWLC,02/02/2019,20:30:00,SIM,FINALIZADA,0,1,NÃO
78627,78627,78627,78627,78627,INCIDENTE GRAVE,GOIATUBA,GO,****,29/03/2019,20:00:00,SIM,FINALIZADA,0,1,SIM
52231,52231,52231,52231,52231,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,13/09/2014,21:14:00,SIM,FINALIZADA,0,1,SIM
79038,79038,79038,79038,79038,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,18/12/2019,14:30:00,SIM,FINALIZADA,0,1,NÃO
45413,45413,45413,45413,45413,ACIDENTE,ITAPURANGA,GO,****,25/01/2012,22:00:00,***,NULL,0,1,NÃO
53324,53324,53324,53324,53324,ACIDENTE,GOIÂNIA,GO,SBNV,11/06/2015,17:55:00,SIM,FINALIZADA,0,1,NÃO
66731,66731,66731,66731,66731,INCIDENTE GRAVE,GOIÂNIA,GO,****,05/05/2017,17:20:00,SIM,FINALIZADA,3,1,NÃO
51756,51756,51756,51756,51756,INCIDENTE GRAVE,ANÁPOLIS,GO,****,07/07/2014,12:46:00,***,NULL,0,1,NÃO
65980,65980,65980,65980,65980,ACIDENTE,ALTO PARAÍSO DE GOIÁS,GO,****,08/11/2016,16:00:00,SIM,FINALIZADA,0,1,NÃO
66349,66349,66349,66349,66349,ACIDENTE,CAÇU,GO,****,24/01/2017,19:45:00,SIM,FINALIZADA,1,1,NÃO
66121,66121,66121,66121,66121,INCIDENTE,GOIÂNIA,GO,SBNV,07/12/2016,10:30:00,SIM,FINALIZADA,0,1,SIM
53179,53179,53179,53179,53179,ACIDENTE,CAIAPÔNIA,GO,****,28/03/2015,10:30:00,SIM,FINALIZADA,0,1,NÃO
50556,50556,50556,50556,50556,INCIDENTE,GOIÂNIA,GO,SBGO,28/11/2013,15:13:00,***,FINALIZADA,0,1,NÃO
45795,45795,45795,45795,45795,INCIDENTE,GOIÂNIA,GO,SBGO,22/03/2012,19:45:00,***,FINALIZADA,0,1,NÃO
80006,80006,80006,80006,80006,ACIDENTE,TRINDADE,GO,****,06/10/2020,18:00:00,SIM,ATIVA,0,1,NÃO
49053,49053,49053,49053,49053,ACIDENTE,CORUMBÁ DE GOIÁS,GO,****,04/07/2013,14:30:00,SIM,FINALIZADA,0,1,NÃO
67158,67158,67158,67158,67158,INCIDENTE,GOIÂNIA,GO,SBGO,17/08/2017,19:35:00,***,FINALIZADA,0,1,NÃO
78138,78138,78138,78138,78138,INCIDENTE,GOIÂNIA,GO,SBNV,17/08/2018,18:20:00,SIM,FINALIZADA,0,1,NÃO
79057,79057,79057,79057,79057,ACIDENTE,LEOPOLDO DE BULHÕES,GO,*****,23/12/2019,11:30:00,SIM,FINALIZADA,0,1,NÃO
47759,47759,47759,47759,47759,INCIDENTE,ANÁPOLIS,GO,****,04/04/2013,22:06:00,***,FINALIZADA,0,1,NÃO
77521,77521,77521,77521,77521,INCIDENTE GRAVE,CATALÃO,GO,SWKT,15/09/2017,16:00:00,SIM,FINALIZADA,0,1,SIM
60634,60634,60634,60634,60634,ACIDENTE,BOM JESUS DE GOIÁS,GO,****,07/01/2016,19:00:00,SIM,ATIVA,0,1,NÃO
45932,45932,45932,45932,45932,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,06/06/2012,14:05:00,SIM,FINALIZADA,1,1,SIM
79970,79970,79970,79970,79970,ACIDENTE,QUIRINÓPOLIS,GO,****,09/03/2021,11:30:00,SIM,ATIVA,0,1,NÃO
47354,47354,47354,47354,47354,ACIDENTE,FORMOSA,GO,****,03/04/2013,19:21:00,***,FINALIZADA,0,1,NÃO
51416,51416,51416,51416,51416,ACIDENTE,ARUANÃ,GO,****,07/06/2014,04:27:00,SIM,FINALIZADA,2,1,NÃO
51463,51463,51463,51463,51463,INCIDENTE,GOIÂNIA,GO,SBGO,09/05/2014,17:50:00,***,FINALIZADA,0,1,NÃO
78711,78711,78711,78711,78711,INCIDENTE GRAVE,LUZIÂNIA,GO,****,18/05/2019,17:00:00,SIM,FINALIZADA,0,1,NÃO
53496,53496,53496,53496,53496,INCIDENTE GRAVE,JATAÍ,GO,SWJW,30/09/2015,17:34:00,NULL,FINALIZADA,1,1,NÃO
51083,51083,51083,51083,51083,INCIDENTE,GOIÂNIA,GO,SBGO,12/04/2014,15:59:00,***,FINALIZADA,6,1,NÃO
53204,53204,53204,53204,53204,INCIDENTE GRAVE,ANÁPOLIS,GO,SWNS,09/04/2015,13:13:00,SIM,FINALIZADA,3,1,NÃO
66609,66609,66609,66609,66609,ACIDENTE,ARAGARÇAS,GO,SJVO,01/04/2017,21:40:00,NULL,FINALIZADA,0,1,NÃO
60972,60972,60972,60972,60972,INCIDENTE,GOIÂNIA,GO,SBNV,01/04/2016,20:30:00,***,FINALIZADA,0,1,NÃO
53466,53466,53466,53466,53466,ACIDENTE,GOIÂNIA,GO,SBNV,27/08/2015,13:12:00,NULL,FINALIZADA,1,1,SIM
78783,78783,78783,78783,78783,ACIDENTE,RIO VERDE,GO,****,13/09/2019,17:00:00,SIM,FINALIZADA,0,1,NÃO
77859,77859,77859,77859,77859,INCIDENTE GRAVE,GOIÂNIA,GO,SBNV,27/03/2018,12:40:00,SIM,NULL,0,2,NÃO
80329,80329,80329,80329,80329,INCIDENTE GRAVE,GOIÂNIA,GO,SBNV,13/10/2021,12:00:00,SIM,FINALIZADA,0,1,NÃO
47018,47018,47018,47018,47018,ACIDENTE,FORMOSA,GO,****,16/02/2013,20:00:00,***,NULL,0,1,NÃO
79325,79325,79325,79325,79325,ACIDENTE,GOIÂNIA,GO,****,02/05/2020,20:30:00,SIM,ATIVA,0,1,NÃO
77878,77878,77878,77878,77878,ACIDENTE,CHAPADÃO DO CÉU,GO,****,07/05/2018,11:25:00,SIM,FINALIZADA,4,1,NÃO
78575,78575,78575,78575,78575,INCIDENTE GRAVE,QUIRINÓPOLIS,GO,SJQN,05/03/2019,16:15:00,SIM,ATIVA,0,1,SIM
49276,49276,49276,49276,49276,INCIDENTE,GOIÂNIA,GO,SBGO,22/06/2013,16:15:00,***,FINALIZADA,0,1,NÃO
49636,49636,49636,49636,49636,INCIDENTE,GOIÂNIA,GO,SBGO,06/09/2013,13:10:00,***,FINALIZADA,0,1,NÃO
49121,49121,49121,49121,49121,ACIDENTE,FORMOSA,GO,SWFR,06/07/2013,16:35:00,SIM,FINALIZADA,0,1,NÃO
78556,78556,78556,78556,78556,INCIDENTE,GOIÂNIA,GO,SBGO,22/02/2019,14:30:00,SIM,FINALIZADA,0,1,NÃO
77474,77474,77474,77474,77474,ACIDENTE,SÃO LUÍS DE MONTES BELOS,GO,****,30/09/2017,16:15:00,SIM,FINALIZADA,1,1,NÃO
46702,46702,46702,46702,46702,ACIDENTE,GOIÂNIA,GO,SBNV,11/12/2012,17:00:00,***,FINALIZADA,0,1,NÃO
53625,53625,53625,53625,53625,ACIDENTE,TRINDADE,GO,****,06/12/2015,13:10:00,NULL,FINALIZADA,3,1,NÃO
80002,80002,80002,80002,80002,ACIDENTE,ITABERAÍ,GO,****,27/03/2021,19:50:00,SIM,ATIVA,0,1,NÃO
46633,46633,46633,46633,46633,ACIDENTE,ABADIA DE GOIÁS,GO,****,15/11/2012,12:40:00,***,NULL,0,1,NÃO
80014,80014,80014,80014,80014,INCIDENTE GRAVE,RIO VERDE,GO,SWLC,06/04/2021,17:50:00,SIM,FINALIZADA,0,1,NÃO
78595,78595,78595,78595,78595,INCIDENTE GRAVE,PARAÚNA,GO,****,19/02/2019,12:00:00,SIM,FINALIZADA,0,1,NÃO
50803,50803,50803,50803,50803,ACIDENTE,SILVÂNIA,GO,SWLV,07/02/2014,13:10:00,SIM,FINALIZADA,0,1,NÃO
52331,52331,52331,52331,52331,INCIDENTE,GOIÂNIA,GO,SBGO,29/08/2014,13:36:00,***,FINALIZADA,0,1,NÃO
47011,47011,47011,47011,47011,ACIDENTE,CERES,GO,SWCZ,10/02/2013,21:00:00,***,FINALIZADA,0,1,SIM
46200,46200,46200,46200,46200,ACIDENTE,GOIÂNIA,GO,SBNV,02/08/2012,12:40:00,SIM,FINALIZADA,0,1,NÃO
47979,47979,47979,47979,47979,ACIDENTE,ITAPIRAPUÃ,GO,****,22/04/2013,20:30:00,***,NULL,0,1,NÃO
66503,66503,66503,66503,66503,ACIDENTE,VILA PROPÍCIO,GO,****,07/03/2017,13:09:00,SIM,FINALIZADA,3,1,NÃO
53236,53236,53236,53236,53236,ACIDENTE,QUIRINÓPOLIS,GO,SJQN,21/04/2015,19:30:00,***,NULL,0,1,NÃO
79753,79753,79753,79753,79753,INCIDENTE GRAVE,GOIATUBA,GO,****,29/12/2020,12:00:00,SIM,FINALIZADA,0,1,SIM
79906,79906,79906,79906,79906,INCIDENTE,PARANAIGUARA,GO,*****,19/02/2021,12:00:00,SIM,FINALIZADA,0,1,NÃO
47704,47704,47704,47704,47704,INCIDENTE,ANÁPOLIS,GO,****,04/04/2013,22:34:00,***,FINALIZADA,0,1,NÃO
80155,80155,80155,80155,80155,INCIDENTE GRAVE,GOIÂNIA,GO,SBNV,03/07/2021,16:15:00,SIM,FINALIZADA,0,1,NÃO
77571,77571,77571,77571,77571,INCIDENTE,GOIÂNIA,GO,SBGO,03/09/2017,11:20:00,SIM,FINALIZADA,0,1,NÃO
45754,45754,45754,45754,45754,INCIDENTE GRAVE,GOIÂNIA,GO,SBNV,30/03/2012,14:30:00,SIM,FINALIZADA,0,1,SIM
78641,78641,78641,78641,78641,ACIDENTE,SANTA ISABEL,GO,****,08/04/2019,12:00:00,SIM,ATIVA,0,1,NÃO
79099,79099,79099,79099,79099,INCIDENTE GRAVE,EDÉIA,GO,****,17/01/2020,21:00:00,SIM,FINALIZADA,0,1,NÃO
79196,79196,79196,79196,79196,ACIDENTE,INACIOLÂNDIA,GO,****,17/02/2020,11:20:00,SIM,ATIVA,0,1,NÃO
51156,51156,51156,51156,51156,INCIDENTE,GOIÂNIA,GO,SBGO,30/01/2014,12:39:00,***,FINALIZADA,0,1,NÃO
65312,65312,65312,65312,65312,ACIDENTE,CABECEIRAS,GO,****,11/02/2015,11:18:00,SIM,FINALIZADA,0,1,NÃO
53494,53494,53494,53494,53494,ACIDENTE,GOIÂNIA,GO,SBGO,05/09/2015,14:00:00,NULL,FINALIZADA,1,1,SIM
67137,67137,67137,67137,67137,ACIDENTE,LUZIÂNIA,GO,SWUZ,12/08/2017,20:30:00,SIM,FINALIZADA,2,1,NÃO
67121,67121,67121,67121,67121,INCIDENTE,FORMOSA,GO,SWFR,04/08/2017,14:45:00,SIM,FINALIZADA,0,1,NÃO
46624,46624,46624,46624,46624,INCIDENTE,GOIÂNIA,GO,SBGO,27/10/2012,12:00:00,***,FINALIZADA,0,1,NÃO
80127,80127,80127,80127,80127,INCIDENTE GRAVE,GOIÂNIA,GO,SBNV,14/06/2021,18:39:00,SIM,FINALIZADA,0,1,NÃO
80397,80397,80397,80397,80397,INCIDENTE GRAVE,QUIRINÓPOLIS,GO,*****,23/11/2021,10:00:00,SIM,FINALIZADA,0,1,SIM
80072,80072,80072,80072,80072,INCIDENTE,LUZIÂNIA,GO,SJGL,05/02/2021,14:00:00,SIM,FINALIZADA,0,1,NÃO
79066,79066,79066,79066,79066,INCIDENTE GRAVE,GOIÂNIA,GO,****,19/04/2019,12:35:00,***,FINALIZADA,0,2,NÃO
77826,77826,77826,77826,77826,ACIDENTE,MONTIVIDIU,GO,####,16/04/2018,12:00:00,SIM,ATIVA,0,1,SIM
78231,78231,78231,78231,78231,INCIDENTE GRAVE,ITAUÇU,GO,****,30/09/2018,18:15:00,SIM,FINALIZADA,0,1,NÃO
66223,66223,66223,66223,66223,ACIDENTE,MONTIVIDIU,GO,####,04/01/2017,14:00:00,SIM,FINALIZADA,1,1,SIM
45938,45938,45938,45938,45938,ACIDENTE,ALTO HORIZONTE,GO,****,20/06/2012,16:15:00,***,FINALIZADA,0,1,NÃO
49616,49616,49616,49616,49616,ACIDENTE,CALDAS NOVAS,GO,****,20/09/2013,13:31:00,SIM,FINALIZADA,0,1,NÃO
77718,77718,77718,77718,77718,ACIDENTE,SANTA RITA DO NOVO DESTINO,GO,****,22/02/2018,14:00:00,SIM,ATIVA,0,1,NÃO
80130,80130,80130,80130,80130,INCIDENTE GRAVE,GOIÂNIA,GO,SBNV,16/06/2021,15:50:00,SIM,FINALIZADA,0,1,NÃO
53008,53008,53008,53008,53008,INCIDENTE,GOIÂNIA,GO,SBGO,23/01/2015,18:39:00,***,FINALIZADA,0,1,NÃO
51446,51446,51446,51446,51446,INCIDENTE GRAVE,JATAÍ,GO,SWJW,09/05/2014,13:30:00,SIM,FINALIZADA,0,1,NÃO
80198,80198,80198,80198,80198,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,22/07/2021,14:45:00,SIM,FINALIZADA,0,1,NÃO
78348,78348,78348,78348,78348,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,02/12/2018,12:31:00,SIM,ATIVA,0,1,NÃO
46563,46563,46563,46563,46563,ACIDENTE,ARUANÃ,GO,****,02/11/2012,12:00:00,SIM,FINALIZADA,1,1,NÃO
80017,80017,80017,80017,80017,INCIDENTE GRAVE,GOIÂNIA,GO,*****,09/04/2021,13:00:00,SIM,FINALIZADA,0,1,NÃO
78035,78035,78035,78035,78035,INCIDENTE GRAVE,GOIÂNIA,GO,****,25/05/2018,19:30:00,SIM,ATIVA,0,2,NÃO
45594,45594,45594,45594,45594,ACIDENTE,ITUMBIARA,GO,****,07/03/2012,10:00:00,***,FINALIZADA,0,1,NÃO
79696,79696,79696,79696,79696,INCIDENTE GRAVE,QUIRINÓPOLIS,GO,****,29/11/2020,10:00:00,SIM,FINALIZADA,0,1,NÃO
67139,67139,67139,67139,67139,INCIDENTE,GOIÂNIA,GO,SBGO,24/07/2017,10:00:00,SIM,FINALIZADA,0,1,NÃO
78388,78388,78388,78388,78388,INCIDENTE GRAVE,FORMOSA,GO,SWFR,22/12/2018,14:25:00,SIM,FINALIZADA,0,1,SIM
49671,49671,49671,49671,49671,ACIDENTE,PLANALTINA,GO,****,21/09/2013,13:30:00,***,FINALIZADA,0,1,NÃO
66925,66925,66925,66925,66925,ACIDENTE,JUSSARA,GO,****,25/06/2017,13:00:00,SIM,FINALIZADA,0,1,NÃO
53534,53534,53534,53534,53534,INCIDENTE,GOIÂNIA,GO,SBGO,29/10/2015,14:25:00,***,FINALIZADA,0,1,NÃO
60664,60664,60664,60664,60664,ACIDENTE,MONTES CLAROS DE GOIÁS,GO,****,12/01/2016,14:00:00,SIM,FINALIZADA,0,1,NÃO
46337,46337,46337,46337,46337,ACIDENTE,ALTO PARAÍSO DE GOIÁS,GO,SDXF,12/09/2012,12:00:00,SIM,FINALIZADA,0,1,SIM
80314,80314,80314,80314,80314,ACIDENTE,GOIÂNIA,GO,SBGO,28/09/2021,15:05:00,SIM,ATIVA,0,1,SIM
79182,79182,79182,79182,79182,INCIDENTE,GOIÂNIA,GO,SBGO,03/01/2020,11:10:00,SIM,FINALIZADA,0,1,NÃO
46628,46628,46628,46628,46628,INCIDENTE,GOIÂNIA,GO,SBGO,26/11/2012,15:05:00,***,FINALIZADA,0,1,NÃO
45819,45819,45819,45819,45819,ACIDENTE,PIRANHAS,GO,****,08/05/2012,19:30:00,SIM,FINALIZADA,2,1,NÃO
50831,50831,50831,50831,50831,ACIDENTE,ACREÚNA,GO,****,09/09/2012,20:00:00,SIM,FINALIZADA,1,1,NÃO
48915,48915,48915,48915,48915,INCIDENTE,GOIÂNIA,GO,SBGO,16/05/2013,14:00:00,***,FINALIZADA,0,1,NÃO
51010,51010,51010,51010,51010,ACIDENTE,LUZIÂNIA,GO,SWUZ,02/05/2014,19:00:00,SIM,FINALIZADA,6,1,NÃO
78230,78230,78230,78230,78230,INCIDENTE GRAVE,TERESINA DE GOIÁS,GO,****,22/09/2018,18:15:00,SIM,NULL,0,1,SIM
48656,48656,48656,48656,48656,INCIDENTE,RIO VERDE,GO,****,03/05/2013,14:00:00,***,FINALIZADA,0,1,NÃO
79743,79743,79743,79743,79743,ACIDENTE,GOIATUBA,GO,****,18/12/2020,13:00:00,SIM,ATIVA,0,1,NÃO
51013,51013,51013,51013,51013,ACIDENTE,EDÉIA,GO,****,12/04/2014,19:30:00,***,NULL,0,1,NÃO
80063,80063,80063,80063,80063,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,01/05/2021,22:00:00,SIM,FINALIZADA,0,1,NÃO
45830,45830,45830,45830,45830,INCIDENTE GRAVE,FORMOSA,GO,SWFR,06/05/2012,19:00:00,***,FINALIZADA,0,1,SIM
48912,48912,48912,48912,48912,ACIDENTE,PALMEIRAS DE GOIÁS,GO,SWGP,15/06/2013,11:05:00,***,NULL,0,1,NÃO
78742,78742,78742,78742,78742,ACIDENTE,LUZIÂNIA,GO,SWUZ,01/11/2019,20:45:00,SIM,ATIVA,0,1,SIM
77901,77901,77901,77901,77901,INCIDENTE GRAVE,GOIÂNIA,GO,SBNV,19/05/2018,13:00:00,SIM,NULL,0,1,NÃO
53505,53505,53505,53505,53505,INCIDENTE,GOIÂNIA,GO,SBGO,07/10/2015,11:56:00,***,FINALIZADA,0,1,NÃO
53532,53532,53532,53532,53532,INCIDENTE,GOIÂNIA,GO,SBGO,30/09/2015,11:55:00,***,FINALIZADA,0,1,NÃO
46156,46156,46156,46156,46156,INCIDENTE,GOIÂNIA,GO,SBGO,03/07/2012,11:55:00,***,FINALIZADA,0,1,NÃO
80046,80046,80046,80046,80046,ACIDENTE,ANÁPOLIS,GO,SWNS,23/04/2021,12:30:00,SIM,ATIVA,0,1,NÃO
77391,77391,77391,77391,77391,ACIDENTE,ALTO PARAÍSO DE GOIÁS,GO,SDXF,28/10/2017,11:55:00,SIM,FINALIZADA,3,1,SIM
51481,51481,51481,51481,51481,INCIDENTE,ANÁPOLIS,GO,SBAN,27/05/2014,11:55:00,***,FINALIZADA,0,1,NÃO
46566,46566,46566,46566,46566,ACIDENTE,LUZIÂNIA,GO,SWUZ,05/11/2012,11:55:00,SIM,FINALIZADA,0,1,SIM
79742,79742,79742,79742,79742,ACIDENTE,SANTA HELENA DE GOIÁS,GO,****,18/12/2020,14:00:00,SIM,ATIVA,0,1,NÃO
49451,49451,49451,49451,49451,ACIDENTE,LUZIÂNIA,GO,SWUZ,15/08/2013,11:00:00,SIM,FINALIZADA,0,1,SIM
77470,77470,77470,77470,77470,ACIDENTE,FORMOSA,GO,SWFR,01/10/2017,13:30:00,SIM,FINALIZADA,1,1,SIM
79332,79332,79332,79332,79332,INCIDENTE GRAVE,GOIÂNIA,GO,*****,11/05/2020,14:25:00,SIM,FINALIZADA,0,1,NÃO
66127,66127,66127,66127,66127,INCIDENTE GRAVE,GOIÂNIA,GO,SBNV,08/12/2016,12:30:00,SIM,FINALIZADA,0,1,SIM
45903,45903,45903,45903,45903,INCIDENTE,GOIÂNIA,GO,SBGO,20/05/2012,21:17:00,***,FINALIZADA,0,2,NÃO
53482,53482,53482,53482,53482,ACIDENTE,PIRENÓPOLIS,GO,SNMH,20/09/2015,21:10:00,***,NULL,0,1,NÃO
80368,80368,80368,80368,80368,ACIDENTE,GOIÂNIA,GO,SBGO,01/02/2019,15:01:00,SIM,ATIVA,0,1,NÃO
79000,79000,79000,79000,79000,INCIDENTE GRAVE,QUIRINÓPOLIS,GO,*****,01/11/2019,21:10:00,SIM,FINALIZADA,0,1,NÃO
50998,50998,50998,50998,50998,ACIDENTE,SANTA RITA DO ARAGUAIA,GO,SIFH,28/03/2014,19:15:00,***,FINALIZADA,1,1,NÃO
79547,79547,79547,79547,79547,ACIDENTE,CRIXÁS,GO,****,16/09/2020,14:40:00,SIM,ATIVA,0,1,NÃO
80384,80384,80384,80384,80384,INCIDENTE GRAVE,GOIÂNIA,GO,SBNV,14/11/2021,18:48:00,SIM,FINALIZADA,0,1,SIM
79064,79064,79064,79064,79064,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,15/04/2019,09:35:00,SIM,FINALIZADA,1,1,NÃO
78260,78260,78260,78260,78260,INCIDENTE,GOIÂNIA,GO,SBGO,16/10/2018,13:00:00,,FINALIZADA,0,1,NÃO
66556,66556,66556,66556,66556,INCIDENTE GRAVE,GOIÂNIA,GO,SBNV,24/03/2017,15:00:00,SIM,FINALIZADA,0,1,SIM
80078,80078,80078,80078,80078,INCIDENTE,GOIÂNIA,GO,*****,08/05/2021,19:00:00,SIM,FINALIZADA,0,1,NÃO
77918,77918,77918,77918,77918,INCIDENTE GRAVE,CHAPADÃO DO CÉU,GO,****,23/05/2018,14:00:00,SIM,FINALIZADA,0,1,NÃO
78701,78701,78701,78701,78701,INCIDENTE GRAVE,GOIÂNIA,GO,****,22/05/2019,14:00:00,***,FINALIZADA,0,1,NÃO
66991,66991,66991,66991,66991,INCIDENTE,LUZIÂNIA,GO,SWUZ,01/07/2017,20:30:00,SIM,FINALIZADA,0,2,NÃO
77853,77853,77853,77853,77853,ACIDENTE,GOIÂNIA,GO,SBNV,29/04/2018,15:00:00,SIM,ATIVA,0,1,NÃO
49931,49931,49931,49931,49931,INCIDENTE GRAVE,GOIÂNIA,GO,SBNV,09/10/2013,16:30:00,SIM,FINALIZADA,0,1,NÃO
53465,53465,53465,53465,53465,ACIDENTE,PIRACANJUBA,GO,****,09/08/2015,12:30:00,***,NULL,0,1,NÃO
79491,79491,79491,79491,79491,INCIDENTE GRAVE,ANÁPOLIS,GO,SWNS,13/08/2020,13:00:00,SIM,FINALIZADA,0,1,NÃO
78652,78652,78652,78652,78652,INCIDENTE GRAVE,GOIÂNIA,GO,SBNV,12/04/2019,19:15:00,SIM,FINALIZADA,0,1,SIM
79298,79298,79298,79298,79298,INCIDENTE,QUIRINÓPOLIS,GO,****,15/04/2020,18:35:00,SIM,FINALIZADA,0,1,NÃO
52531,52531,52531,52531,52531,ACIDENTE,FORMOSA,GO,SWFR,19/09/2014,16:30:00,***,NULL,0,1,NÃO
79860,79860,79860,79860,79860,ACIDENTE,MOSSÂMEDES,GO,****,02/02/2021,13:00:00,SIM,ATIVA,0,1,NÃO
60745,60745,60745,60745,60745,INCIDENTE,GOIÂNIA,GO,SBNV,24/01/2016,11:50:00,SIM,FINALIZADA,0,1,NÃO
50547,50547,50547,50547,50547,INCIDENTE,GOIÂNIA,GO,****,21/11/2013,01:19:00,***,FINALIZADA,0,1,NÃO
46448,46448,46448,46448,46448,INCIDENTE GRAVE,CALDAS NOVAS,GO,****,11/10/2012,11:00:00,SIM,FINALIZADA,0,1,NÃO
47012,47012,47012,47012,47012,ACIDENTE,CERES,GO,SWCZ,08/02/2013,19:15:00,***,FINALIZADA,0,1,NÃO
80112,80112,80112,80112,80112,INCIDENTE,GOIÂNIA,GO,SBNV,28/05/2021,13:30:00,SIM,FINALIZADA,0,1,NÃO
46586,46586,46586,46586,46586,ACIDENTE,URUAÇU,GO,****,16/11/2012,11:50:00,***,FINALIZADA,0,1,NÃO
77248,77248,77248,77248,77248,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,09/12/2017,09:30:00,SIM,FINALIZADA,1,1,NÃO
53263,53263,53263,53263,53263,ACIDENTE,GOIÂNIA,GO,SBNV,08/05/2015,11:00:00,SIM,FINALIZADA,0,1,NÃO
78394,78394,78394,78394,78394,ACIDENTE,CALDAS NOVAS,GO,****,31/12/2018,11:50:00,SIM,FINALIZADA,0,1,NÃO
80173,80173,80173,80173,80173,INCIDENTE,ARUANÃ,GO,SWNH,08/07/2021,13:00:00,SIM,FINALIZADA,0,1,NÃO
53270,53270,53270,53270,53270,INCIDENTE GRAVE,SANTO ANTÔNIO DE GOIÁS,GO,****,20/05/2015,14:40:00,SIM,FINALIZADA,1,1,NÃO
51675,51675,51675,51675,51675,INCIDENTE GRAVE,PETROLINA DE GOIÁS,GO,****,05/07/2014,14:40:00,SIM,FINALIZADA,0,1,NÃO
46480,46480,46480,46480,46480,INCIDENTE,GOIÂNIA,GO,SBGO,05/10/2012,17:09:00,***,FINALIZADA,0,1,NÃO
65794,65794,65794,65794,65794,ACIDENTE,PIRACANJUBA,GO,****,07/10/2016,18:00:00,SIM,NULL,0,1,NÃO
66342,66342,66342,66342,66342,INCIDENTE,ANÁPOLIS,GO,SWNS,27/05/2016,18:00:00,SIM,FINALIZADA,0,1,NÃO
79137,79137,79137,79137,79137,INCIDENTE GRAVE,GOIÂNIA,GO,****,14/02/2020,18:47:00,SIM,FINALIZADA,0,1,NÃO
48114,48114,48114,48114,48114,INCIDENTE,GOIÂNIA,GO,SBGO,03/05/2013,20:08:00,***,FINALIZADA,0,1,NÃO
46713,46713,46713,46713,46713,INCIDENTE,GOIÂNIA,GO,SBGO,09/11/2012,11:48:00,***,FINALIZADA,0,1,NÃO
77848,77848,77848,77848,77848,INCIDENTE GRAVE,RIO VERDE,GO,****,12/04/2018,13:00:00,SIM,NULL,0,1,SIM
53422,53422,53422,53422,53422,INCIDENTE,GOIÂNIA,GO,SBGO,05/07/2015,00:50:00,***,FINALIZADA,0,1,NÃO
78233,78233,78233,78233,78233,INCIDENTE,GOIÂNIA,GO,SBGO,05/10/2018,09:24:00,SIM,FINALIZADA,0,1,NÃO
78023,78023,78023,78023,78023,INCIDENTE GRAVE,GOIÂNIA,GO,SBNV,08/07/2018,19:04:00,SIM,FINALIZADA,0,1,SIM
77917,77917,77917,77917,77917,ACIDENTE,ÁGUA LIMPA,GO,****,21/05/2018,14:40:00,SIM,ATIVA,0,1,NÃO
