codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista
79451,79451,79451,79451,79451,ACIDENTE,IBIÚNA,SP,****,20/07/2020,18:00:00,SIM,FINALIZADA,0,1,NÃO
78344,78344,78344,78344,78344,ACIDENTE,SÃO PAULO,SP,****,30/11/2018,17:57:00,SIM,ATIVA,0,1,NÃO
45862,45862,45862,45862,45862,INCIDENTE,RIBEIRÃO PRETO,SP,****,18/05/2012,17:56:00,***,FINALIZADA,0,1,NÃO
52844,52844,52844,52844,52844,INCIDENTE,GUARULHOS,SP,SBGR,11/12/2014,23:30:00,***,FINALIZADA,0,1,NÃO
52314,52314,52314,52314,52314,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,24/08/2014,17:55:00,***,FINALIZADA,0,1,NÃO
80349,80349,80349,80349,80349,ACIDENTE,SANTA FÉ DO SUL,SP,SILT,25/10/2021,17:50:00,SIM,ATIVA,0,1,SIM
77779,77779,77779,77779,77779,INCIDENTE,SÃO PAULO,SP,SBSP,28/03/2018,17:50:00,SIM,FINALIZADA,0,1,NÃO
46038,46038,46038,46038,46038,ACIDENTE,BAURU,SP,SBBU,29/06/2012,17:50:00,SIM,FINALIZADA,0,1,SIM
53121,53121,53121,53121,53121,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,19/02/2015,17:48:00,***,FINALIZADA,0,1,NÃO
78895,78895,78895,78895,78895,INCIDENTE,SÃO PAULO,SP,SBSP,08/08/2019,17:45:00,SIM,FINALIZADA,0,1,NÃO
51071,51071,51071,51071,51071,ACIDENTE,ARARAQUARA,SP,SBAQ,13/02/2014,17:45:00,SIM,FINALIZADA,0,1,NÃO
80097,80097,80097,80097,80097,INCIDENTE,SÃO PAULO,SP,SBMT,28/05/2021,17:45:00,SIM,FINALIZADA,0,1,NÃO
66585,66585,66585,66585,66585,ACIDENTE,SOROCABA,SP,****,31/03/2017,17:45:00,SIM,FINALIZADA,1,1,NÃO
45410,45410,45410,45410,45410,ACIDENTE,BRAGANÇA PAULISTA,SP,SDVH,21/01/2012,23:30:00,***,FINALIZADA,0,1,SIM
78313,78313,78313,78313,78313,INCIDENTE,CAMPINAS,SP,SBKP,14/11/2018,17:45:00,SIM,FINALIZADA,0,1,NÃO
53636,53636,53636,53636,53636,INCIDENTE,JUNDIAÍ,SP,SBJD,02/12/2015,17:42:00,***,FINALIZADA,0,1,NÃO
46613,46613,46613,46613,46613,INCIDENTE,SÃO PAULO,SP,SBMT,15/10/2012,17:42:00,***,FINALIZADA,0,1,NÃO
78015,78015,78015,78015,78015,INCIDENTE,GUARATINGUETÁ,SP,SBGW,08/07/2018,17:42:00,SIM,FINALIZADA,0,1,NÃO
79318,79318,79318,79318,79318,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,24/04/2020,17:41:00,SIM,FINALIZADA,0,1,NÃO
50388,50388,50388,50388,50388,INCIDENTE,SÃO BERNARDO DO CAMPO,SP,****,22/12/2013,17:40:00,***,FINALIZADA,0,1,NÃO
78989,78989,78989,78989,78989,INCIDENTE,CAMPINAS,SP,*****,24/10/2019,17:40:00,SIM,FINALIZADA,0,1,NÃO
45601,45601,45601,45601,45601,INCIDENTE,GUARULHOS,SP,SBGR,07/03/2012,17:40:00,***,FINALIZADA,0,1,NÃO
46862,46862,46862,46862,46862,ACIDENTE,BOITUVA,SP,****,25/01/2013,17:40:00,***,FINALIZADA,0,1,NÃO
78979,78979,78979,78979,78979,INCIDENTE,CAMPINAS,SP,SBKP,18/10/2019,17:40:00,NULL,FINALIZADA,0,1,NÃO
78826,78826,78826,78826,78826,INCIDENTE,PRESIDENTE PRUDENTE,SP,SBDN,07/06/2017,17:38:00,***,FINALIZADA,0,1,NÃO
52958,52958,52958,52958,52958,ACIDENTE,PAULÍNIA,SP,****,13/07/2013,17:36:00,***,NULL,0,1,NÃO
48762,48762,48762,48762,48762,ACIDENTE,PRESIDENTE VENCESLAU,SP,****,01/06/2013,17:35:00,SIM,FINALIZADA,0,1,NÃO
79996,79996,79996,79996,79996,ACIDENTE,PRESIDENTE PRUDENTE,SP,SBDN,23/03/2021,17:35:00,SIM,ATIVA,0,1,SIM
79991,79991,79991,79991,79991,INCIDENTE,AMERICANA,SP,SDAI,25/03/2021,17:35:00,SIM,FINALIZADA,0,1,SIM
45589,45589,45589,45589,45589,ACIDENTE,LINS,SP,SWXQ,02/03/2012,17:35:00,SIM,ATIVA,0,1,NÃO
79399,79399,79399,79399,79399,INCIDENTE,BAURU,SP,SBBU,12/06/2020,17:35:00,SIM,FINALIZADA,0,1,NÃO
77996,77996,77996,77996,77996,INCIDENTE,SÃO PAULO,SP,SBMT,02/07/2018,17:33:00,SIM,FINALIZADA,0,1,NÃO
66725,66725,66725,66725,66725,INCIDENTE,CAMPINAS,SP,SBKP,04/05/2017,17:33:00,SIM,FINALIZADA,0,1,NÃO
53212,53212,53212,53212,53212,INCIDENTE,JUNDIAÍ,SP,SBJD,28/03/2015,17:32:00,***,FINALIZADA,0,1,NÃO
53485,53485,53485,53485,53485,ACIDENTE,CASA BRANCA,SP,****,20/09/2015,17:30:00,NULL,FINALIZADA,0,1,NÃO
78406,78406,78406,78406,78406,INCIDENTE,GUARULHOS,SP,****,30/12/2018,17:30:00,SIM,FINALIZADA,0,1,NÃO
53201,53201,53201,53201,53201,ACIDENTE,VERA CRUZ,SP,SDVE,02/04/2015,17:30:00,SIM,FINALIZADA,0,1,SIM
45696,45696,45696,45696,45696,INCIDENTE,CAMPINAS,SP,****,11/03/2012,17:30:00,***,FINALIZADA,0,1,NÃO
50692,50692,50692,50692,50692,ACIDENTE,AMERICANA,SP,SDAI,12/09/2013,17:30:00,***,NULL,0,1,NÃO
52994,52994,52994,52994,52994,INCIDENTE,SÃO PAULO,SP,SBMT,09/01/2015,23:25:00,***,FINALIZADA,0,1,NÃO
78883,78883,78883,78883,78883,INCIDENTE,SÃO PAULO,SP,*****,03/08/2019,17:30:00,SIM,FINALIZADA,0,1,NÃO
46371,46371,46371,46371,46371,INCIDENTE,ITUPEVA,SP,****,15/09/2012,17:30:00,***,FINALIZADA,0,1,NÃO
52833,52833,52833,52833,52833,ACIDENTE,ATIBAIA,SP,SDTB,16/12/2014,17:30:00,SIM,ATIVA,0,1,SIM
77740,77740,77740,77740,77740,INCIDENTE,SÃO PAULO,SP,SBMT,11/03/2018,17:30:00,SIM,FINALIZADA,0,1,NÃO
77202,77202,77202,77202,77202,INCIDENTE GRAVE,UBATUBA,SP,SDUB,29/12/2017,17:30:00,SIM,FINALIZADA,3,1,SIM
48142,48142,48142,48142,48142,INCIDENTE,GUARULHOS,SP,SBGR,08/05/2013,17:28:00,***,FINALIZADA,0,1,NÃO
45820,45820,45820,45820,45820,ACIDENTE,GUARUJÁ,SP,****,26/04/2012,17:26:00,SIM,FINALIZADA,3,1,NÃO
80201,80201,80201,80201,80201,INCIDENTE,CAÇAPAVA,SP,SDIP,25/07/2021,17:21:00,SIM,FINALIZADA,0,1,NÃO
78066,78066,78066,78066,78066,INCIDENTE,PORTO FELIZ,SP,SJBM,23/07/2018,17:20:00,SIM,FINALIZADA,0,1,NÃO
79888,79888,79888,79888,79888,INCIDENTE,CAMPINAS,SP,SDAM,16/02/2021,17:20:00,SIM,FINALIZADA,0,1,NÃO
78935,78935,78935,78935,78935,INCIDENTE GRAVE,PIEDADE,SP,*****,16/09/2019,17:19:00,NULL,FINALIZADA,0,1,NÃO
53316,53316,53316,53316,53316,INCIDENTE,SÃO ROQUE,SP,****,21/05/2015,17:15:00,***,FINALIZADA,0,1,NÃO
79052,79052,79052,79052,79052,INCIDENTE,CAMPINAS,SP,SBKP,05/01/2020,17:15:00,SIM,FINALIZADA,0,1,NÃO
45821,45821,45821,45821,45821,ACIDENTE,LENÇÓIS PAULISTA,SP,****,01/05/2012,17:15:00,SIM,FINALIZADA,2,1,NÃO
77975,77975,77975,77975,77975,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,22/06/2018,17:15:00,SIM,FINALIZADA,0,1,NÃO
49289,49289,49289,49289,49289,INCIDENTE,SÃO PAULO,SP,SBMT,11/07/2013,17:15:00,***,FINALIZADA,0,1,NÃO
52594,52594,52594,52594,52594,INCIDENTE,SÃO PAULO,SP,SBMT,15/09/2014,17:15:00,***,FINALIZADA,0,1,NÃO
77818,77818,77818,77818,77818,INCIDENTE,SÃO PAULO,SP,SBMT,17/04/2018,17:15:00,SIM,FINALIZADA,0,1,NÃO
78768,78768,78768,78768,78768,ACIDENTE,BRAGANÇA PAULISTA,SP,SDVH,27/07/2019,17:15:00,SIM,FINALIZADA,1,1,SIM
78757,78757,78757,78757,78757,ACIDENTE,ATIBAIA,SP,SBMT,12/07/2019,17:15:00,SIM,ATIVA,0,1,NÃO
50380,50380,50380,50380,50380,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,18/12/2013,17:14:00,***,FINALIZADA,0,1,NÃO
46884,46884,46884,46884,46884,INCIDENTE,CAMPINAS,SP,SBKP,16/01/2013,17:13:00,***,FINALIZADA,0,1,NÃO
78336,78336,78336,78336,78336,INCIDENTE,ANDRADINA,SP,SDDN,26/11/2018,17:11:00,SIM,FINALIZADA,0,1,NÃO
51022,51022,51022,51022,51022,INCIDENTE GRAVE,MARÍLIA,SP,****,09/03/2014,17:10:00,***,FINALIZADA,0,1,NÃO
79505,79505,79505,79505,79505,ACIDENTE,GUARATINGUETÁ,SP,SBGW,26/08/2020,17:10:00,SIM,ATIVA,0,1,SIM
47245,47245,47245,47245,47245,INCIDENTE,AMERICANA,SP,SDAI,28/02/2013,17:10:00,***,FINALIZADA,0,2,NÃO
77891,77891,77891,77891,77891,INCIDENTE,SÃO PAULO,SP,SBMT,16/05/2018,17:10:00,SIM,FINALIZADA,0,1,NÃO
53062,53062,53062,53062,53062,INCIDENTE,JUNDIAÍ,SP,SBJD,17/01/2015,17:05:00,***,FINALIZADA,0,1,NÃO
79124,79124,79124,79124,79124,ACIDENTE,LEME,SP,SDLL,25/01/2020,17:00:00,SIM,FINALIZADA,1,1,NÃO
51008,51008,51008,51008,51008,ACIDENTE,AMERICANA,SP,SDAI,24/04/2014,17:00:00,SIM,FINALIZADA,0,1,NÃO
52342,52342,52342,52342,52342,ACIDENTE,BAURU,SP,SBBU,22/09/2014,17:00:00,***,NULL,0,1,NÃO
53239,53239,53239,53239,53239,INCIDENTE,TABOÃO DA SERRA,SP,SIBH,24/04/2015,17:00:00,***,FINALIZADA,0,1,NÃO
51015,51015,51015,51015,51015,INCIDENTE GRAVE,GUARUJÁ,SP,SBST,29/01/2014,17:00:00,***,FINALIZADA,1,1,NÃO
51432,51432,51432,51432,51432,ACIDENTE,GUARIBA,SP,****,13/02/2014,17:00:00,***,FINALIZADA,0,1,NÃO
79699,79699,79699,79699,79699,INCIDENTE,GUARULHOS,SP,SBGR,30/11/2020,17:00:00,SIM,FINALIZADA,0,1,NÃO
65422,65422,65422,65422,65422,INCIDENTE,BARRETOS,SP,SNBA,12/07/2016,17:00:00,***,FINALIZADA,0,1,NÃO
78153,78153,78153,78153,78153,INCIDENTE,SÃO PAULO,SP,SBMT,28/07/2018,17:00:00,SIM,FINALIZADA,0,1,NÃO
49796,49796,49796,49796,49796,ACIDENTE,SANTO ANTÔNIO DO ARACANGUÁ,SP,****,29/09/2013,17:00:00,***,FINALIZADA,0,1,NÃO
77322,77322,77322,77322,77322,ACIDENTE,ARANDU,SP,****,18/11/2017,17:00:00,SIM,FINALIZADA,0,1,NÃO
45401,45401,45401,45401,45401,ACIDENTE,SÃO SEBASTIÃO,SP,****,06/01/2012,17:00:00,***,NULL,0,1,NÃO
46092,46092,46092,46092,46092,ACIDENTE,BOITUVA,SP,****,09/07/2012,17:00:00,SIM,FINALIZADA,7,1,NÃO
47048,47048,47048,47048,47048,INCIDENTE GRAVE,ATIBAIA,SP,SDVH,23/02/2013,17:00:00,***,FINALIZADA,0,1,SIM
79162,79162,79162,79162,79162,INCIDENTE,CAMPINAS,SP,****,28/01/2020,17:00:00,SIM,FINALIZADA,0,1,NÃO
77769,77769,77769,77769,77769,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,24/03/2018,16:57:00,SIM,FINALIZADA,0,1,NÃO
46599,46599,46599,46599,46599,INCIDENTE,AGUDOS,SP,****,19/11/2012,16:57:00,***,FINALIZADA,0,1,NÃO
51712,51712,51712,51712,51712,INCIDENTE,BAURU,SP,SBBU,03/07/2014,16:55:00,***,FINALIZADA,0,1,NÃO
45898,45898,45898,45898,45898,INCIDENTE,JUNDIAÍ,SP,SBJD,01/06/2012,16:54:00,***,FINALIZADA,0,1,NÃO
53524,53524,53524,53524,53524,INCIDENTE,GUARULHOS,SP,SBGR,22/10/2015,16:52:00,***,FINALIZADA,0,1,NÃO
53416,53416,53416,53416,53416,INCIDENTE,SÃO PAULO,SP,SBSP,11/07/2015,16:51:00,***,FINALIZADA,0,1,NÃO
60877,60877,60877,60877,60877,INCIDENTE,SÃO PAULO,SP,SBGR,13/03/2016,16:50:00,SIM,FINALIZADA,0,1,NÃO
52292,52292,52292,52292,52292,INCIDENTE GRAVE,RIO CLARO,SP,SDRK,20/08/2014,16:50:00,SIM,FINALIZADA,0,1,SIM
77736,77736,77736,77736,77736,INCIDENTE,CAMPINAS,SP,SBKP,07/03/2018,16:50:00,SIM,FINALIZADA,0,1,NÃO
80265,80265,80265,80265,80265,INCIDENTE GRAVE,SÃO PAULO,SP,SBMT,31/08/2021,16:50:00,SIM,FINALIZADA,0,1,NÃO
66544,66544,66544,66544,66544,INCIDENTE,SÃO PAULO,SP,SBSP,21/03/2017,16:48:00,SIM,FINALIZADA,1,1,NÃO
46858,46858,46858,46858,46858,ACIDENTE,PIRACICABA,SP,SDPW,18/01/2013,16:45:00,***,FINALIZADA,0,1,NÃO
53426,53426,53426,53426,53426,ACIDENTE,CAMPINAS,SP,SDAM,11/08/2015,16:45:00,NULL,FINALIZADA,0,1,SIM
52857,52857,52857,52857,52857,INCIDENTE,SÃO PAULO,SP,SBSP,16/12/2014,16:45:00,***,FINALIZADA,0,1,NÃO
46342,46342,46342,46342,46342,INCIDENTE,UBATUBA,SP,****,03/09/2012,16:40:00,***,FINALIZADA,0,1,NÃO
47305,47305,47305,47305,47305,INCIDENTE,CAMPINAS,SP,SBKP,26/03/2013,16:40:00,***,FINALIZADA,0,1,NÃO
46048,46048,46048,46048,46048,ACIDENTE,GUARULHOS,SP,SBGR,24/04/2012,16:40:00,SIM,FINALIZADA,1,1,SIM
48013,48013,48013,48013,48013,ACIDENTE,GUARULHOS,SP,****,09/05/2013,16:40:00,SIM,FINALIZADA,1,1,NÃO
77515,77515,77515,77515,77515,INCIDENTE,GUARULHOS,SP,SBGR,17/09/2017,23:21:00,SIM,FINALIZADA,0,1,NÃO
49959,49959,49959,49959,49959,INCIDENTE,BRAGANÇA PAULISTA,SP,SDJB,10/10/2013,16:40:00,***,FINALIZADA,0,1,NÃO
53278,53278,53278,53278,53278,INCIDENTE,SÃO PAULO,SP,SBMT,20/05/2015,16:40:00,***,FINALIZADA,0,1,NÃO
52779,52779,52779,52779,52779,INCIDENTE GRAVE,SÃO PAULO,SP,SBMT,30/11/2014,16:40:00,SIM,FINALIZADA,0,1,SIM
66670,66670,66670,66670,66670,INCIDENTE,GUARULHOS,SP,SBGR,22/04/2017,16:38:00,SIM,FINALIZADA,0,1,NÃO
51536,51536,51536,51536,51536,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,06/06/2014,16:38:00,***,FINALIZADA,0,1,SIM
52308,52308,52308,52308,52308,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,11/08/2014,16:37:00,***,FINALIZADA,0,1,NÃO
60948,60948,60948,60948,60948,INCIDENTE,PIRACICABA,SP,SDPW,27/03/2016,16:35:00,SIM,FINALIZADA,0,1,NÃO
80392,80392,80392,80392,80392,INCIDENTE,GUARULHOS,SP,SBGR,30/10/2021,16:35:00,SIM,FINALIZADA,0,1,NÃO
79880,79880,79880,79880,79880,INCIDENTE,CAMPINAS,SP,SBKP,02/02/2021,16:33:00,SIM,FINALIZADA,0,1,NÃO
49644,49644,49644,49644,49644,INCIDENTE,COSMÓPOLIS,SP,****,23/08/2013,16:33:00,***,FINALIZADA,0,1,NÃO
46793,46793,46793,46793,46793,INCIDENTE,SÃO PAULO,SP,****,28/12/2012,16:30:00,***,FINALIZADA,0,1,NÃO
46173,46173,46173,46173,46173,ACIDENTE,IPIGUÁ,SP,****,28/07/2012,16:30:00,***,FINALIZADA,0,1,NÃO
50753,50753,50753,50753,50753,ACIDENTE,JUNDIAÍ,SP,SBJD,16/03/2014,16:30:00,***,NULL,0,1,NÃO
78249,78249,78249,78249,78249,INCIDENTE GRAVE,BEBEDOURO,SP,SDBB,26/09/2018,16:30:00,SIM,FINALIZADA,0,3,NÃO
65820,65820,65820,65820,65820,INCIDENTE,TAUBATÉ,SP,SBTA,12/10/2016,16:30:00,SIM,FINALIZADA,0,1,NÃO
80064,80064,80064,80064,80064,ACIDENTE,SÃO PAULO,SP,SBMT,03/05/2021,16:30:00,SIM,ATIVA,0,1,NÃO
60956,60956,60956,60956,60956,ACIDENTE,SALTO DE PIRAPORA,SP,SDBN,27/03/2016,16:30:00,SIM,ATIVA,0,1,SIM
46496,46496,46496,46496,46496,ACIDENTE,SOROCABA,SP,****,31/10/2012,16:30:00,SIM,FINALIZADA,0,1,NÃO
78181,78181,78181,78181,78181,INCIDENTE,SÃO PAULO,SP,****,22/02/2018,16:30:00,SIM,FINALIZADA,0,1,NÃO
60872,60872,60872,60872,60872,ACIDENTE,SALTO DE PIRAPORA,SP,SDBN,12/03/2016,16:30:00,SIM,NULL,0,1,NÃO
48894,48894,48894,48894,48894,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,29/06/2013,16:30:00,***,FINALIZADA,0,1,NÃO
48801,48801,48801,48801,48801,ACIDENTE,TAUBATÉ,SP,****,15/06/2013,16:30:00,***,NULL,0,1,NÃO
79244,79244,79244,79244,79244,INCIDENTE,GUARULHOS,SP,****,20/03/2020,16:29:00,SIM,FINALIZADA,0,1,NÃO
78171,78171,78171,78171,78171,INCIDENTE GRAVE,SÃO PAULO,SP,SBMT,06/09/2018,16:28:00,SIM,NULL,0,1,SIM
53005,53005,53005,53005,53005,INCIDENTE,SÃO PAULO,SP,SBMT,06/02/2015,16:28:00,***,FINALIZADA,0,1,NÃO
79156,79156,79156,79156,79156,INCIDENTE,SOROCABA,SP,****,24/01/2020,16:27:00,SIM,FINALIZADA,0,1,NÃO
53190,53190,53190,53190,53190,INCIDENTE,CAMPINAS,SP,SBKP,28/03/2015,16:26:00,***,FINALIZADA,0,1,NÃO
77244,77244,77244,77244,77244,INCIDENTE GRAVE,CAMPINAS,SP,SDAM,11/12/2017,16:25:00,SIM,NULL,0,1,NÃO
77967,77967,77967,77967,77967,INCIDENTE,SÃO PAULO,SP,****,19/06/2018,16:25:00,SIM,FINALIZADA,0,1,NÃO
48833,48833,48833,48833,48833,INCIDENTE,GUARULHOS,SP,SBGR,04/06/2013,16:23:00,***,FINALIZADA,0,1,NÃO
52852,52852,52852,52852,52852,INCIDENTE,CAMPINAS,SP,SDAM,02/12/2014,16:20:00,***,FINALIZADA,0,1,NÃO
80316,80316,80316,80316,80316,INCIDENTE,CAMPINAS,SP,SBKP,03/10/2021,16:20:00,SIM,FINALIZADA,0,1,NÃO
78349,78349,78349,78349,78349,INCIDENTE,CAMPINAS,SP,SBKP,01/12/2018,16:20:00,SIM,FINALIZADA,0,1,NÃO
79313,79313,79313,79313,79313,INCIDENTE,SÃO PAULO,SP,SBMT,22/04/2020,16:20:00,SIM,FINALIZADA,0,1,NÃO
79827,79827,79827,79827,79827,INCIDENTE,SÃO PAULO,SP,SBSP,19/01/2021,16:20:00,SIM,FINALIZADA,0,1,NÃO
50976,50976,50976,50976,50976,ACIDENTE,ATIBAIA,SP,SDVH,02/03/2014,16:20:00,***,FINALIZADA,0,1,NÃO
53631,53631,53631,53631,53631,INCIDENTE,CAMPINAS,SP,SBKP,08/12/2015,16:19:00,***,FINALIZADA,0,1,NÃO
52636,52636,52636,52636,52636,ACIDENTE,TATUÍ,SP,SDTF,11/10/2014,16:18:00,NULL,FINALIZADA,2,1,SIM
51027,51027,51027,51027,51027,INCIDENTE GRAVE,GUARULHOS,SP,SBGR,09/04/2014,16:17:00,***,FINALIZADA,3,1,NÃO
60756,60756,60756,60756,60756,ACIDENTE,SANTA ISABEL,SP,****,16/02/2016,16:17:00,SIM,ATIVA,0,1,NÃO
79403,79403,79403,79403,79403,INCIDENTE GRAVE,PAULÍNIA,SP,****,18/06/2020,16:17:00,SIM,FINALIZADA,0,1,NÃO
51569,51569,51569,51569,51569,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,04/05/2014,16:16:00,***,FINALIZADA,0,1,NÃO
53359,53359,53359,53359,53359,ACIDENTE,TATUÍ,SP,SDTF,09/07/2015,16:15:00,SIM,FINALIZADA,0,1,NÃO
65809,65809,65809,65809,65809,ACIDENTE,MOGI MIRIM,SP,SDMJ,11/10/2016,16:15:00,SIM,NULL,0,1,NÃO
49968,49968,49968,49968,49968,INCIDENTE,CAMPINAS,SP,****,18/10/2013,16:15:00,***,FINALIZADA,0,1,NÃO
79639,79639,79639,79639,79639,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,28/10/2020,16:15:00,SIM,FINALIZADA,0,1,NÃO
60853,60853,60853,60853,60853,INCIDENTE,SÃO PAULO,SP,SBMT,09/03/2016,16:10:00,SIM,FINALIZADA,0,1,NÃO
48772,48772,48772,48772,48772,ACIDENTE,MARÍLIA,SP,SBML,05/06/2013,16:10:00,SIM,FINALIZADA,0,1,NÃO
45686,45686,45686,45686,45686,INCIDENTE,GUARULHOS,SP,****,20/03/2012,16:10:00,***,FINALIZADA,0,1,NÃO
78532,78532,78532,78532,78532,ACIDENTE,SÃO PAULO,SP,****,11/02/2019,16:10:00,NULL,FINALIZADA,4,1,NÃO
45524,45524,45524,45524,45524,ACIDENTE,JUNDIAÍ,SP,SBJD,07/02/2012,16:10:00,SIM,FINALIZADA,0,1,SIM
78885,78885,78885,78885,78885,INCIDENTE,CAMPINAS,SP,*****,04/08/2019,16:08:00,SIM,FINALIZADA,0,1,NÃO
66050,66050,66050,66050,66050,INCIDENTE GRAVE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,28/11/2016,16:07:00,SIM,FINALIZADA,0,1,SIM
65994,65994,65994,65994,65994,INCIDENTE,SÃO PAULO,SP,SBMT,06/11/2016,16:06:00,SIM,FINALIZADA,0,1,NÃO
78876,78876,78876,78876,78876,INCIDENTE,SÃO PAULO,SP,*****,27/07/2019,23:15:00,SIM,FINALIZADA,0,1,NÃO
60672,60672,60672,60672,60672,INCIDENTE,AVARÉ,SP,SBDN,02/01/2016,16:00:00,SIM,FINALIZADA,0,1,NÃO
46198,46198,46198,46198,46198,INCIDENTE,PIRACICABA,SP,SDPW,28/07/2012,16:00:00,***,FINALIZADA,0,1,NÃO
52720,52720,52720,52720,52720,INCIDENTE,SÃO PAULO,SP,****,08/10/2014,16:00:00,***,FINALIZADA,0,1,NÃO
80117,80117,80117,80117,80117,INCIDENTE,CAMPINAS,SP,SBKP,06/06/2021,16:00:00,SIM,FINALIZADA,0,1,NÃO
47353,47353,47353,47353,47353,INCIDENTE GRAVE,TAUBATÉ,SP,****,29/03/2013,16:00:00,***,FINALIZADA,1,1,SIM
50535,50535,50535,50535,50535,INCIDENTE,GUARULHOS,SP,SBGR,02/11/2013,16:00:00,***,FINALIZADA,0,1,NÃO
66265,66265,66265,66265,66265,ACIDENTE,BURITAMA,SP,****,13/01/2017,16:00:00,SIM,FINALIZADA,0,1,NÃO
78149,78149,78149,78149,78149,INCIDENTE,JUNDIAÍ,SP,SBJD,24/08/2018,16:00:00,SIM,FINALIZADA,0,1,NÃO
52694,52694,52694,52694,52694,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,23/10/2014,16:00:00,SIM,FINALIZADA,1,1,SIM
46170,46170,46170,46170,46170,ACIDENTE,BEBEDOURO,SP,SDBB,22/07/2012,16:00:00,SIM,FINALIZADA,2,1,NÃO
52717,52717,52717,52717,52717,INCIDENTE,JUNDIAÍ,SP,SBJD,06/10/2014,16:00:00,***,FINALIZADA,0,1,NÃO
79679,79679,79679,79679,79679,INCIDENTE,GUARULHOS,SP,SBGR,17/11/2020,16:00:00,SIM,FINALIZADA,0,1,NÃO
79730,79730,79730,79730,79730,INCIDENTE,SÃO PAULO,SP,****,17/11/2020,16:00:00,SIM,FINALIZADA,0,1,NÃO
46857,46857,46857,46857,46857,ACIDENTE,CARAGUATATUBA,SP,****,03/01/2013,16:00:00,SIM,ATIVA,0,1,NÃO
51347,51347,51347,51347,51347,INCIDENTE,DIADEMA,SP,****,04/05/2014,16:00:00,***,FINALIZADA,0,1,NÃO
45792,45792,45792,45792,45792,INCIDENTE,SÃO PAULO,SP,SBSP,27/03/2012,16:00:00,***,FINALIZADA,0,1,NÃO
66770,66770,66770,66770,66770,INCIDENTE,SÃO PAULO,SP,SBGR,20/05/2017,15:57:00,SIM,FINALIZADA,0,1,NÃO
53572,53572,53572,53572,53572,ACIDENTE,MIRACATU,SP,****,17/11/2015,15:55:00,NULL,FINALIZADA,1,1,NÃO
49955,49955,49955,49955,49955,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,01/10/2013,15:53:00,***,FINALIZADA,0,1,NÃO
52307,52307,52307,52307,52307,INCIDENTE,GUARULHOS,SP,SBGR,08/08/2014,15:53:00,***,FINALIZADA,0,1,NÃO
80405,80405,80405,80405,80405,INCIDENTE,SÃO PAULO,SP,SBMT,17/11/2021,15:52:00,SIM,FINALIZADA,0,1,NÃO
53213,53213,53213,53213,53213,INCIDENTE,JUNDIAÍ,SP,SBJD,28/03/2015,15:51:00,***,FINALIZADA,0,1,NÃO
52066,52066,52066,52066,52066,INCIDENTE,PRESIDENTE PRUDENTE,SP,SBDN,08/09/2012,15:50:00,***,FINALIZADA,0,1,NÃO
77894,77894,77894,77894,77894,INCIDENTE,SÃO PAULO,SP,SBMT,17/05/2018,15:50:00,SIM,FINALIZADA,0,1,NÃO
78952,78952,78952,78952,78952,INCIDENTE,ARAÇATUBA,SP,*****,28/09/2019,15:50:00,NULL,FINALIZADA,0,1,NÃO
49520,49520,49520,49520,49520,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,10/08/2013,15:50:00,***,FINALIZADA,0,1,NÃO
79293,79293,79293,79293,79293,INCIDENTE,CAMPINAS,SP,****,26/02/2020,15:50:00,SIM,FINALIZADA,0,1,NÃO
66301,66301,66301,66301,66301,INCIDENTE,GUARULHOS,SP,SBGR,18/01/2017,15:47:00,SIM,FINALIZADA,0,1,NÃO
78203,78203,78203,78203,78203,INCIDENTE GRAVE,SÃO PAULO,SP,SBGR,26/09/2018,15:47:00,SIM,ATIVA,0,1,NÃO
66839,66839,66839,66839,66839,INCIDENTE,CAMPINAS,SP,SBKP,05/06/2017,15:45:00,SIM,FINALIZADA,0,1,NÃO
77703,77703,77703,77703,77703,INCIDENTE GRAVE,PARAGUAÇU PAULISTA,SP,****,14/02/2018,15:45:00,SIM,NULL,0,1,NÃO
